"9028424","Nazareth","79063,Texas,United States","21176","US","Postal Code","Active","49074","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Nazareth","MI","175"
"9054385","Nazareth","40048,Kentucky,United States","21150","US","Postal Code","Active","49074","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Nazareth","MI","175"
"1019495","Nottawa","Nottawa,Michigan,United States","21155","US","City","Active","49075","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Nottawa","MI","114"
"1017273","Portage","Portage,Indiana,United States","21148","US","City","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"1019540","Portage","Portage,Michigan,United States","21155","US","City","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"1023944","Portage","Portage,Ohio,United States","21168","US","City","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"1028163","Portage","Portage,Wisconsin,United States","21182","US","City","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"9002816","Portage","04768,Maine,United States","21154","US","Postal Code","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"9006237","Portage","15946,Pennsylvania,United States","21171","US","Postal Code","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"9015053","Portage","43451,Ohio,United States","21168","US","Postal Code","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"9016205","Portage","46368,Indiana,United States","21148","US","Postal Code","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"9017272","Portage","49002,Michigan,United States","21155","US","Postal Code","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"9017288","Portage","49024,Michigan,United States","21155","US","Postal Code","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"9018977","Portage","53901,Wisconsin,United States","21182","US","Postal Code","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"9029813","Portage","84331,Utah,United States","21177","US","Postal Code","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"9052705","Portage","Portage,Pennsylvania,United States","21171","US","City","Active","49081","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Portage","MI","0"
"9029394","Frontier","83121,Wyoming,United States","21184","US","Postal Code","Active","49239","242","Lansing - Eradico Pest","19","Eradico","iRIS","Frontier","MI","0"
"1013611","Bradley","Bradley,California,United States","21137","US","City","Active","49311","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Bradley","MI","0"
"1016314","Bradley","Bradley,Illinois,United States","21147","US","City","Active","49311","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Bradley","MI","0"
"1018783","Bradley","Bradley,Maine,United States","21154","US","City","Active","49311","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Bradley","MI","0"
"9002653","Bradley","04411,Maine,United States","21154","US","Postal Code","Active","49311","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Bradley","MI","0"
"9010700","Bradley","29819,South Carolina,United States","21173","US","Postal Code","Active","49311","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Bradley","MI","0"
"9020408","Bradley","57217,South Dakota,United States","21174","US","Postal Code","Active","49311","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Bradley","MI","0"
"9021779","Bradley","60915,Illinois,United States","21147","US","Postal Code","Active","49311","243","Western Michigan - Eradico Pest","19","Eradico","iRIS","Bradley","MI","0"
