SIBS,CHILDS,AGE,AGEKDBRN,EDUC,PAEDUC,MAEDUC,DEGREE,PADEG,MADEG,INCOM16,HOMPOP,INCOME,INCOME16,POLVIEWS,EQWLTH,HEALTH,CONBUS,CONEDUC,CONLABOR,CONPRESS,CONTV,CONSCI,NEWS,TVHOURS,STRESSWK,HELPPOOR,WWWHR,TWITTER,FACEBOOK,INSTAGRM,LINKEDIN,TUMBLR,PINTERST,CLSSMTES,SOCMED,MNTLHLTH,CESD1,SCISTUDY,COLDEG1,SCIENTGO,SCIENTBE,RINTJOB,RHLPSOC,PROUDWRK,REALINC,REALRINC
1,0,32,0,20,18,18,4,4,4,4,2,6.5,13.5,4,6,5,2,1,2,2,1,1,4,2,2.5,4,5,4,5,2,0,0,0,0,11,0,0,1,7,2,2,3,3,3,0,0
1,0,29,0,17,14,17,3,2,3,1,1,1,1,2,1,2,2,2,1,3,1,1,5,3.316676351,2.5,2,14.3137931,0,5,0,3,0,0,1,9,30,1,2,0,2.5,2.5,1,1,1,234,0
1,3,75,25,19,12,12,3,1,1,2,3,12,23,3,4,2,2,2,2,2,2,2,5,3.316676351,2,4,14.3137931,0,0,0,0,0,1,0,1,0,2,2,0,2.5,2.5,3,3,3,56160,0
4,0,59,0,19,11,11,4,0,0,2,2,6.5,26,1,3,5,2,2,1,1,1,1,2,1,2.5,3,3,0,0,0,0,0,0,0,0,0,0,1,6,1,1,3,3,3,131676.6906,164382.0376
0,2,81,32,13,12,12,1,1,1,3,2,12,21,4,5,2,1,2,1,2,3,1,5,3.316676351,2.5,5,14.3137931,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,3,3,3,38610,0
2,3,69,22,12,12.04782821,12.13758921,1,0,0,2,2,6.5,13.5,4,4,5,2,2,2,2,2,2,1,4,2.5,4,2,0,5,0,0,0,1,0,6,0,0,2,0,2.5,2.5,3,3,3,0,0
4,2,55,28,18,12.04782821,12,4,2,1,3,4,6.5,26,3,0,1,2,2,2,2,2,2,1,1,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,3,3,131676.6906,56160
9,0,52,0,15,12.04782821,12.13758921,1,2,0,2,1,12,21,4,6,1,1,1,2,3,2,2,5,3.316676351,1,4,14.3137931,0,5,2,0,0,0,0,7,0,1,2,0,2.5,2.5,2,2,2,38610,8775
3,1,33,24,16,12,12,3,1,1,3,2,6.5,13.5,7,5,1,1,2,2,2,2,2,5,3.316676351,2.5,4,14.3137931,0,0,0,0,0,1,0,1,5,1,2,0,2.5,2.5,3,5,1,0,0
1,2,56,36,12,10,12.13758921,1,0,2,3,3,6.5,26,4,0,3,2,2,2,2,2,2,4,2,2.5,3,30,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,3,3,131676.6906,56160
1,2,71,23,16,12,12,4,2,1,3,2,12,22,5,5,5,2,3,2,3,2,1,1,1,2.5,3,2,0,5,0,0,0,0,0,5,0,0,2,3,2,1,3,3,3,46800,0
2,0,21,0,15,12.04782821,16,1,2,3,4,3,6.5,26,4,6,5,1,2,2,3,3,2,3,4,2.5,4,10,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,131676.6906,0
2,3,49,20,12,12,12,1,1,1,2,3,12,24,4,0,1,2,2,2,2,2,2,2,3,2.5,3,20,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,65520,46800
1,0,26,0,16,16,16,3,3,3,4,2,6.5,26,5,5,2,1,2,2,2,3,1,5,3.316676351,2.5,3,14.3137931,4,5,2,3,0,1,0,15,0,1,2,0,2.5,2.5,1,4,2,131676.6906,38610
0,0,33,0,16,16,15,3,3,4,4,1,12,20,2,3,5,1,2,2,2,1,2,1,4,2.5,2,25,4,5,2,3,0,1,0,15,0,0,2,0,2.5,2.5,2,2,1,31590,31590
1,0,36,0,20,12,12,4,1,1,2,2,12,23,5,0,2,2,2,2,2,2,2,1,2,2.5,3,50,0,0,0,0,0,0,0,0,0,0,1,3,1,1,3,3,3,56160,31590
11,0,68,0,12,12.04782821,9,1,2,0,2,1,12,20,4,5,5,2,2,2,2,2,2,4,8,2.5,4,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,31590,0
6,2,27,20,16,12.04782821,14,2,2,2,2,1,12,20,6,0,1,2,2,2,2,2,2,5,2,2.5,3,20,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,31590,31590
5,1,60,21,14,12,16,1,1,2,3,1,9,10,4,1,2,1,1,2,3,2,1,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,6435,2106
1,0,48,0,12,16,14,1,3,2,4,1,12,19,4,0,4,2,2,2,2,2,2,2,4,2.5,3,14,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,25740,25740
8,3,47,21,12,9,12.13758921,1,0,2,4,4,12,19,4,1,4,2,2,2,3,3,1,5,3.316676351,1,3,14.3137931,0,0,0,0,0,1,0,1,0,2,2,0,2.5,2.5,1,1,1,25740,21060
5,0,36,0,14,8,12,2,0,1,4,1,6.5,13.5,3,0,2,2,2,2,2,2,2,3,3,2.5,3,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,0,0
4,2,89,21,12,12.04782821,12.13758921,1,2,2,3,1,10,11,4,2,5,2,1,2,2,2,2,1,4,2.5,5,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,7605,0
6,2,64,26,12,11,12,1,0,2,3,2,9,10,6,4,3,2,2,3,3,2,1,5,3.316676351,3,3,14.3137931,4,5,2,3,0,0,0,14,0,3,2,0,2.5,2.5,3,3,3,6435,936
4,0,38,0,16,14,12,3,2,1,3,2,12,25,4,0,1,2,2,2,2,2,2,1,2,2.5,3,10,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,3,3,74880,31590
3,1,62,39,12,8,12,1,0,1,3,2,12,20,5,1,2,2,2,3,2,2,1,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,31590,0
1,3,62,20,16,10,12,3,0,1,3,2,12,22,6,0,4,2,2,2,2,2,2,5,2,2.5,3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,46800,0
2,5,65,22,14,12,14,2,1,2,2,2,6.5,13.5,1,6,2,2,2,2,3,3,2,5,3.316676351,2,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,0,0
3,2,60,32,14,12,12,1,1,1,2,2,6.5,13.5,5,0,3,2,2,2,2,2,2,2,2,2.5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,0,0
1,1,47,36,16,12.04782821,14,3,2,1,3,2,2,2,4,3,2,2,2,2,2,2,2,5,3.316676351,2.5,3,14.3137931,0,5,0,0,0,0,0,5,7,2,2,0,2.5,2.5,3,3,3,936,0
2,0,62,0,14,12,13,2,1,1,3,1,12,20,7,1,5,1,3,3,3,3,2,5,4,2.5,5,3,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,1,2,1,31590,31590
1,2,51,36,16,16,14,3,3,2,3,2,6.5,26,2,2,5,1,2,2,1,2,1,3,1,2.5,1,1,0,0,0,3,0,0,0,3,0,0,2,2,1,1,3,3,3,131676.6906,65520
2,2,43,36,16,19,16,3,4,3,4,4,6.5,26,3,3,2,1,1,2,2,2,1,5,3.316676351,2.5,3,14.3137931,0,0,0,3,0,0,0,3,20,1,2,0,2.5,2.5,2,4,2,131676.6906,164382.0376
4,2,47,43,14,6,6,1,0,0,1,4,6.5,26,4,1,5,1,2,2,2,2,1,4,1,2.5,3,10,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,5,2,3,131676.6906,164382.0376
3,1,57,26,12,14,12,1,1,1,3,1,12,20,5,3,5,2,3,2,2,3,2,3,2,2.5,3,4,0,0,0,3,0,0,0,3,0,0,2,0,1,2,3,3,3,31590,31590
1,0,30,0,16,18,18,3,4,4,4,2,12,17,2,0,2,2,2,2,2,2,2,2,3,2.5,3,17,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,17550,17550
1,0,39,0,18,20,17,4,4,4,3,2,6.5,26,2,1,1,2,2,2,1,2,1,5,3.316676351,2,2,14.3137931,4,5,0,0,0,0,0,9,0,1,2,0,2.5,2.5,1,2,1,131676.6906,21060
5,0,37,0,15,14,14,2,2,1,3,1,12,18,3,5,5,3,3,2,3,3,2,5,1,2.5,4,10,0,5,2,0,0,1,0,8,0,0,2,1,2.5,2.5,3,3,3,21060,15210
4,0,52,0,12,12.04782821,12.13758921,1,2,2,3,2,6.5,13.5,4,3,2,2,2,2,2,2,2,5,3.316676351,2.5,2,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,3,3,3,0,0
3,0,61,0,18,12,12,4,1,1,2,1,10,12,2,0,3,2,2,2,2,2,2,1,2,2.5,3,10,0,0,0,0,0,0,0,0,0,0,1,4,2.5,2,3,3,3,8775,8775
4,1,58,20,12,12,12,1,1,1,3,3,12,21,4,3,2,2,2,2,2,3,1,5,3.316676351,2,3,14.3137931,0,5,0,3,0,0,0,8,0,2,2,0,2.5,2.5,3,2,2,38610,25740
1,0,31,0,14,16,14,2,4,2,3,2,5,5,4,0,1,2,2,2,2,2,2,3,2,2.5,3,10,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,3,3,2574,0
11,2,52,31,16,8,0,3,0,0,2,3,12,18,4,4,2,3,1,1,1,2,1,5,3.316676351,2.5,3,14.3137931,0,5,0,3,0,0,0,8,4,2,2,0,2.5,2.5,1,1,1,21060,11115
6,2,46,32,16,7,2,2,0,0,1,4,12,18,4,0,2,2,2,2,2,2,2,2,1,2.5,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,3,3,3,21060,0
2,1,25,23,13,6,14,1,0,2,4,5,12,23,4,4,5,2,2,3,3,3,3,5,2,2.5,3,15,0,5,0,3,0,1,0,9,0,0,2,0,2.5,2.5,2,2,2,56160,21060
11,4,54,20,12,12.04782821,12.13758921,0,2,2,4,5,12,22,2,0,1,2,2,2,2,2,2,1,3,2.5,3,2,0,0,0,0,0,0,0,0,0,0,3,0,2,3,3,3,3,46800,31590
2,1,33,26,15,14,12,1,1,1,3,3,12,19,7,3,5,2,2,2,2,2,1,5,3,2.5,3,5,0,5,2,0,0,1,0,8,0,0,2,0,1,1,3,3,3,25740,25740
2,1,33,30,18,15,12,4,3,1,1,2,12,21,3,0,2,2,2,2,2,2,2,1,1,2.5,3,10,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,3,3,38610,0
1,2,61,19,12,12.04782821,6,1,2,0,2,1,9,10,3,2,3,2,3,3,3,3,3,5,3.316676351,2.5,5,14.3137931,0,0,0,0,0,0,0,0,30,4,2,0,2.5,2.5,2,5,1,6435,6435
13,4,65,27,0,3,2,2,0,0,3,5,6.5,13.5,5,0,3,2,2,2,2,2,2,5,1,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,2.5,2.5,3,3,3,0,0
4,0,53,0,12,4,0,1,0,0,1,3,6.5,13.5,6,4,5,3,2,2,2,2,2,5,8,2.5,3,14.3137931,0,0,0,0,0,0,0,0,10,0,3,0,2,2,3,3,3,0,0
11,8,66,20,11,12.04782821,12.13758921,0,0,0,2,6,6.5,13.5,7,0,4,2,2,2,2,2,2,2,1,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,3,3,0,0
2,2,41,22,12,12.04782821,13,1,1,1,3,3,7,7,2,1,4,2,2,2,2,2,2,5,3.316676351,2.5,3,14.3137931,0,5,0,0,0,1,1,7,1,2,2,0,2.5,2.5,3,3,3,3510,0
3,2,57,22,13,12,12,1,1,1,3,2,12,21,4,6,5,2,2,3,2,2,2,4,6,2.5,4,21,4,5,2,3,1,1,0,16,0,0,2,0,2.5,2.5,3,3,3,38610,936
1,0,50,0,12,9,12,1,0,1,3,1,12,21,4,7,1,2,2,2,2,3,1,5,3.316676351,4,3,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,2,1,1,38610,38610
5,4,75,98,14,9,12.13758921,1,0,2,2,2,6.5,13.5,5,5,2,3,2,2,3,3,3,5,3.316676351,2.5,4,14.3137931,0,0,0,0,0,0,0,0,15,1,2,0,2.5,2.5,3,3,3,0,0
17,3,22,15,11,12,12,0,1,1,4,2,11,14,4,2,5,2,2,3,3,3,2,5,2,2.5,2,84,0,5,2,0,0,1,0,8,0,0,2,0,2.5,2.5,5,1,4,11115,0
1,0,27,0,14,14,16,0,2,3,4,2,10,12,3,5,3,3,2,2,3,2,1,5,3.316676351,1,2,14.3137931,4,5,2,0,0,0,0,11,27,2,2,0,2.5,2.5,5,3,4,8775,8775
7,1,20,18,12,12,5,0,0,0,3,1,1,1,4,1,5,2,2,2,3,3,1,5,2,2.5,3,0,0,0,0,0,0,1,0,1,0,0,2,0,2,2,3,3,3,234,0
1,0,55,0,20,16,12,4,3,1,3,1,12,22,4,2,1,2,2,2,2,2,2,5,3.316676351,2.5,2,14.3137931,4,5,0,3,0,0,0,12,0,1,2,0,2.5,2.5,2,3,2,46800,46800
10,1,49,25,14,14,6,1,2,0,2,2,12,16,3,4,5,3,2,2,3,3,2,5,2,2.5,3,0,0,5,2,0,0,0,0,7,0,0,2,0,2.5,2.5,1,1,3,15210,0
1,1,51,26,14,12,12,1,1,1,1,1,12,20,4,0,2,2,2,2,2,2,2,5,2,2.5,3,10,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,31590,31590
3,5,56,22,16,14,12,3,2,1,3,3,12,24,1,0,1,2,2,2,2,2,2,2,2,2.5,3,10,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,3,3,65520,38610
1,1,41,40,18,15,15,4,2,2,3,3,6.5,26,4,5,3,1,1,2,2,2,1,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,131676.6906,0
4,4,67,20,14,12,12,1,1,1,3,1,12,18,5,5,2,1,1,2,2,2,1,5,3.316676351,2.5,2,14.3137931,0,0,0,0,0,0,0,0,3,2,2,0,2.5,2.5,2,1,1,21060,21060
3,4,38,17,12,12.04782821,12,1,2,1,1,3,9,9,4,0,3,2,2,2,2,2,2,5,3,2.5,3,15,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,5265,2574
4,1,76,30,16,12,15,4,4,4,3,1,12,17,6,3,3,2,2,3,3,3,2,5,3.316676351,2.5,3,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,3,3,3,17550,17550
2,1,66,26,14,12.04782821,12,2,2,1,3,1,10,11,2,0,4,2,2,2,2,2,2,1,4,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,3,3,7605,0
4,0,84,0,17,12,12,3,1,1,2,1,9,9,7,3,3,3,2,2,3,3,2,5,3.316676351,3,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,5265,0
7,0,32,0,12,12.04782821,12,0,2,1,3,2,8,8,7,2,5,1,1,1,2,2,2,5,4,2.5,3,1,0,5,2,0,0,0,0,7,0,0,3,0,1,1,3,3,3,4212,0
6,2,46,24,16,12.04782821,14,3,2,2,1,1,9,9,4,4,2,3,2,2,3,2,1,5,3.316676351,2.5,5,14.3137931,0,0,0,0,0,0,0,0,30,2,2,0,2.5,2.5,3,1,5,5265,2106
1,0,25,0,13,12.04782821,12,1,2,1,2,3,6.5,13.5,6,5,5,1,1,3,2,1,2,3,3.316676351,2.5,3,50,0,5,2,0,0,1,0,8,0,0,2,0,2.5,2.5,3,3,3,0,0
1,1,67,27,18,12,12,4,1,1,4,2,12,20,3,1,1,2,1,1,3,2,2,5,3.316676351,2,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,31590,0
3,2,34,25,12,12,12,1,1,1,3,5,12,21,1,0,2,2,2,2,2,2,2,2,3,2.5,3,11,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,3,3,38610,21060
4,3,29,17,8,12,6,0,3,0,2,5,1,1,5,0,3,2,2,2,2,2,2,5,2,2.5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,234,0
9,7,51,16,1,0,0,0,0,0,2,6,10,11,4,7,5,3,2,3,3,3,3,5,2,2.5,5,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,2,2,1,7605,0
4,1,39,21,14,12,12,1,1,1,3,5,11,13,4,7,2,2,1,2,2,2,2,5,3.316676351,3,1,14.3137931,0,5,2,0,0,0,0,7,0,2,2,0,2.5,2.5,3,3,3,9945,7605
7,2,39,23,9,12.04782821,0,0,2,0,1,3,10,12,4,1,5,2,2,2,2,2,2,5,2,2.5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,8775,8775
6,3,51,19,2,0,0,0,0,0,1,3,12,15,6,1,2,2,1,1,1,1,1,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,2,1,12870,7605
6,3,40,19,8,12.04782821,6,0,2,0,5,4,12,20,4,0,3,2,2,2,2,2,2,4,2,2.5,3,3,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,31590,11115
1,4,32,18,9,12.04782821,12,0,0,1,3,5,11,14,4,0,2,2,2,2,2,2,2,5,3,2.5,3,5,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,11115,8775
4,1,38,36,14,12.04782821,6,2,2,0,3,3,12,19,2,1,5,2,3,2,2,3,2,3,1,2.5,1,50,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,1,1,1,25740,25740
6,0,79,0,13,6,8,1,0,0,3,1,11,14,6,5,2,1,1,2,2,2,2,5,3.316676351,3,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,11115,0
4,0,49,0,16,18,18,3,4,4,2,1,12,24,5,0,2,2,2,2,2,2,2,1,3,2.5,3,16,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,65520,46800
3,0,22,0,15,13,13,2,2,2,3,3,12,21,4,0,2,2,2,2,2,2,2,3,2,2.5,3,5,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,3,3,38610,1638
4,0,30,0,16,11,15,3,0,1,3,1,12,22,4,0,1,2,2,2,2,2,2,1,4,2.5,3,20,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,46800,46800
2,2,47,30,15,12,14,1,2,1,3,1,6.5,26,5,0,2,2,2,2,2,2,2,5,2,2.5,3,7,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,3,131676.6906,164382.0376
5,1,55,28,12,12.04782821,0,1,2,0,2,1,12,22,4,3,5,2,3,3,2,2,2,3,2,2.5,3,2,0,5,2,0,0,0,0,7,0,0,2,0,2.5,2.5,2,2,2,46800,46800
1,0,30,0,16,13,12,3,1,1,4,1,12,21,4,4,5,1,2,3,1,3,1,1,3.316676351,2.5,3,5,0,0,0,3,0,0,0,3,0,0,2,0,2.5,2.5,2,2,1,38610,38610
2,0,29,0,16,12.04782821,16,3,2,3,3,3,12,23,3,4,5,2,2,2,2,1,1,4,3,2.5,3,25,0,5,2,3,0,1,0,11,0,0,1,2,2,2,3,3,3,56160,25740
3,0,37,0,16,16,12,3,3,1,3,1,12,20,3,2,2,2,1,2,3,2,1,5,3.316676351,2.5,2,14.3137931,4,5,2,3,1,1,1,17,0,1,2,0,2.5,2.5,1,2,1,31590,3042
1,0,67,0,20,14,20,4,1,4,3,1,11,13,2,1,5,2,2,2,1,2,1,4,2,2.5,1,5,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,1,1,1,9945,9945
1,0,38,0,16,12,15,3,1,3,4,1,12,24,4,0,2,2,2,2,2,2,2,4,1,2.5,3,15,0,0,0,0,0,0,0,0,0,0,2,2,2,1,3,3,3,65520,21060
3,0,81,0,11,12,12,1,1,1,2,1,6.5,13.5,4,3,5,3,3,3,2,3,2,1,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,0,0
2,0,35,0,14,12.04782821,12,2,2,1,4,1,11,13,4,2,5,2,2,2,3,3,2,3,2,2.5,3,5,4,5,2,0,0,0,0,11,0,0,2,1,1,2,3,3,3,9945,2106
1,1,46,22,20,17,17,4,4,4,5,2,6.5,26,5,0,4,2,2,2,2,2,2,1,3.316676351,2.5,3,4,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,131676.6906,0
6,2,37,20,12,12,12,1,1,1,2,5,12,25,4,6,5,1,2,2,3,2,2,5,3,2.5,3,60,0,5,2,0,0,0,0,7,0,0,2,0,2.5,2.5,1,1,1,74880,56160
1,0,21,0,15,5,6,1,0,0,4,4,12,20,5,0,2,2,2,2,2,2,2,4,1,2.5,3,80,0,0,0,0,0,0,0,0,0,0,2,0,3,2,3,3,3,31590,0
1,1,43,32,12,12,12,1,1,1,4,3,6.5,13.5,4,0,1,2,2,2,2,2,2,4,5,2.5,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3,3,0,0
1,2,45,25,16,18,12,3,4,1,4,4,6.5,26,4,3,1,3,2,2,3,3,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,2,1,2,0,2.5,2.5,3,3,3,131676.6906,0
2,1,76,26,19,8,17,4,0,4,2,1,12,18,5,6,5,2,3,3,3,3,1,5,3,2.5,1,4,0,5,2,0,0,1,0,8,0,0,2,0,2.5,2.5,3,3,3,21060,0
9,8,77,24,12,8,8,1,0,0,3,2,12,20,4,4,2,2,2,2,3,2,2,5,3.316676351,2,2,14.3137931,0,5,0,0,0,0,0,5,0,2,2,0,2.5,2.5,3,3,3,31590,15210
6,1,61,28,16,12.04782821,12,3,2,1,3,1,12,19,4,3,5,2,2,2,3,2,1,1,5,2.5,3,10,0,5,2,0,0,1,0,8,0,0,3,2,2,2,3,3,3,25740,25740
5,2,45,19,12,6,6,0,0,0,2,4,12,18,4,0,2,2,2,2,2,2,2,5,2,2.5,3,10,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,21060,11115
3,4,47,27,13,16,16,1,3,3,4,1,12,21,2,0,3,2,2,2,2,2,2,5,2,2.5,3,8,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,38610,38610
2,1,41,29,16,12,7,3,1,0,2,2,6.5,26,2,3,3,2,2,2,2,1,1,5,3.316676351,2,2,14.3137931,4,5,2,3,0,0,0,14,0,1,2,0,2.5,2.5,2,1,1,131676.6906,56160
2,0,19,0,12,12,13,1,1,0,3,5,6.5,13.5,4,6,5,2,2,2,2,2,2,4,2,2.5,3,6,4,5,2,0,0,1,0,12,16,0,2,0,2,1,3,3,3,0,0
7,3,50,30,6,6,6,0,0,0,2,9,12,20,7,1,1,2,2,2,2,2,2,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,3,1,2,0,2.5,2.5,3,2,2,31590,9945
1,0,25,0,17,12,12,1,1,1,3,3,12,21,2,7,3,1,2,1,3,3,1,5,3.316676351,2,1,14.3137931,0,5,2,3,0,0,0,10,0,1,2,0,2.5,2.5,2,2,2,38610,11115
0,2,45,33,18,12.04782821,14,4,2,2,2,2,6.5,26,5,7,2,1,3,3,2,2,1,5,3.316676351,2.5,4,14.3137931,0,0,0,3,0,0,0,3,0,1,2,0,2.5,2.5,1,1,1,131676.6906,164382.0376
2,0,21,0,14,6,6,2,0,0,2,5,12,18,7,3,5,1,1,3,3,3,2,5,3.316676351,2.5,1,5,0,5,2,3,0,0,0,10,0,0,2,0,2.5,2.5,4,3,2,21060,0
6,1,48,29,12,12,12,1,1,1,2,5,12,20,4,0,2,2,2,2,2,2,2,1,2,2.5,3,2,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,3,3,31590,17550
1,0,25,0,17,20,12,4,4,1,5,4,12,19,3,1,2,2,1,1,1,3,1,5,3.316676351,3,3,14.3137931,0,5,0,3,0,0,0,8,0,1,2,0,2.5,2.5,1,1,1,25740,25740
1,0,31,0,16,12.04782821,12,3,2,1,2,3,12,20,4,5,5,2,2,2,3,3,2,2,1,2.5,2,15,0,0,0,3,0,0,0,3,0,0,2,2,1,2,3,3,3,31590,31590
7,1,33,25,18,12,12,3,1,1,3,3,12,19,4,3,3,2,2,2,2,2,2,5,3.316676351,2.5,2,14.3137931,0,5,2,0,0,1,0,8,1,1,2,0,2.5,2.5,2,2,2,25740,15210
1,3,72,30,16,12,12,3,1,1,2,2,12,20,6,5,5,2,3,2,3,2,1,1,5,2.5,2,3,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,31590,0
5,3,70,20,12,12.04782821,8,1,2,0,2,1,12,17,6,0,1,2,2,2,2,2,2,5,3,2.5,3,15,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,3,17550,0
1,2,66,28,16,15,12,3,1,1,3,2,6.5,26,4,4,2,2,2,2,2,1,2,5,3.316676351,3,3,14.3137931,0,5,2,0,0,1,0,8,0,1,2,0,2.5,2.5,3,3,3,131676.6906,0
5,2,57,32,18,12.04782821,7,4,2,0,4,2,6.5,26,6,7,5,1,2,2,3,2,1,5,3.316676351,2.5,5,15,0,0,0,3,0,0,0,3,0,0,2,3,1,1,3,3,3,131676.6906,65520
2,2,81,30,19,14,12,4,2,1,3,2,12,23,5,3,2,2,2,2,1,3,1,5,3.316676351,2.5,4,14.3137931,0,5,0,0,1,0,0,6,0,1,2,0,2.5,2.5,3,3,3,56160,0
2,0,23,0,16,18,16,3,4,3,4,5,6.5,26,5,4,5,2,2,2,3,2,2,2,1,2.5,3,3,4,5,2,3,0,0,0,14,0,0,2,0,2.5,2.5,3,3,3,131676.6906,234
3,2,48,31,19,12.04782821,5,3,2,0,2,1,12,24,6,0,2,2,2,2,2,2,2,5,2,2.5,3,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,65520,56160
4,3,62,28,18,12,13,3,1,1,3,3,12,20,6,4,2,1,2,2,2,2,1,5,3.316676351,2.5,4,14.3137931,0,0,0,0,0,0,0,0,0,2,2,0,2.5,2.5,2,2,2,31590,5265
1,3,43,19,12,12,10,1,1,0,4,5,12,21,6,6,3,2,2,2,3,2,2,5,3.316676351,2,4,14.3137931,0,5,2,0,0,0,0,7,1,1,2,0,2.5,2.5,4,3,2,38610,6435
3,0,34,0,16,12,12,1,1,1,4,2,12,19,2,0,1,2,2,2,2,2,2,5,3.316676351,2.5,3,7,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,25740,6435
5,2,36,29,12,12.04782821,12,1,0,0,2,4,12,22,5,5,5,2,2,2,3,3,2,5,2,2.5,3,3,0,5,0,0,0,0,0,5,25,0,2,0,2,2,3,3,3,46800,25740
2,5,37,18,12,11,12,1,0,1,2,2,12,19,5,5,5,3,3,3,3,3,2,3,5,2.5,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,4,2,25740,25740
1,0,32,0,14,12,12,1,1,1,2,4,12,20,3,0,3,2,2,2,2,2,2,5,2,2.5,3,8,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,3,31590,9945
12,6,53,20,7,6,0,0,0,0,3,2,12,19,2,4,5,2,2,1,3,2,2,3,1,2.5,3,10,0,0,0,0,0,0,0,0,12,0,3,0,2,2,3,3,3,25740,11115
0,1,42,30,12,12.04782821,12.13758921,1,2,0,3,1,12,20,6,7,5,3,2,1,3,2,3,5,4,2.5,1,5,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,1,2,1,31590,31590
