SIBS,CHILDS,AGE,AGEKDBRN,EDUC,PAEDUC,MAEDUC,DEGREE,PADEG,MADEG,INCOM16,HOMPOP,INCOME,INCOME16,POLVIEWS,EQWLTH,HEALTH,CONBUS,CONEDUC,CONLABOR,CONPRESS,CONTV,CONSCI,NEWS,TVHOURS,STRESSWK,HELPPOOR,WWWHR,TWITTER,FACEBOOK,INSTAGRM,LINKEDIN,TUMBLR,PINTERST,CLSSMTES,SOCMED,MNTLHLTH,CESD1,SCISTUDY,COLDEG1,SCIENTGO,SCIENTBE,RINTJOB,RHLPSOC,PROUDWRK,REALINC,REALRINC
3,3,55,21,12,12,12,1,1,1,3,1,12,17,4,0,1,2,2,2,2,2,2,3,1,2.5,3,20,0,0,0,0,0,0,0,0,0,0,3,0,2,3,3,3,3,17550,17550
6,4,85,31,18,12,12,4,1,1,3,2,12,20,3,0,2,2,2,2,2,2,2,2,4,2.5,3,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,3,31590,0
14,0,32,0,14,14,12,1,1,1,4,3,12,18,4,4,2,2,2,2,2,2,2,5,3.316676351,2.5,3,14.3137931,0,5,0,3,0,0,0,8,0,1,2,0,2.5,2.5,3,1,2,21060,6435
6,3,42,17,16,9,18,3,1,4,4,4,9,9,4,1,5,2,2,2,2,2,2,2,1,2.5,1,56,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,3,3,3,5265,0
4,0,35,0,13,12.04782821,12,1,2,1,4,1,12,20,5,0,2,2,2,2,2,2,2,5,1,2.5,3,5,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,31590,25740
8,0,33,0,9,12.04782821,12.13758921,0,2,0,1,2,6.5,13.5,4,1,5,1,2,3,1,2,1,2,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,30,0,1,0,1,1,3,3,3,0,0
10,2,32,20,14,14,12.13758921,1,1,1,5,5,12,17,4,4,2,2,2,2,2,2,2,5,3.316676351,2.5,1,14.3137931,4,5,2,0,0,0,0,11,0,1,2,0,2.5,2.5,2,2,2,17550,9945
2,0,67,0,18,8,12,4,0,1,3,1,12,21,3,5,1,2,3,3,2,1,1,5,3.316676351,3,4,14.3137931,4,5,2,3,0,1,0,15,0,1,2,0,2.5,2.5,1,2,2,38610,7605
1,0,28,0,14,12,12,1,1,1,3,1,12,16,2,3,5,3,2,2,3,3,2,5,2,2.5,2,20,0,5,2,0,0,0,0,7,0,0,1,0,1,1,3,3,3,15210,15210
7,7,59,19,14,10,14,2,0,2,2,2,12,21,6,0,1,2,2,2,2,2,2,4,2,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,3,3,38610,15210
1,1,57,29,12,12,12,1,1,1,2,2,12,20,5,7,3,2,1,2,2,2,1,5,3.316676351,2,1,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,3,3,3,31590,17550
3,1,51,24,13,16,12,1,3,1,3,2,12,20,4,7,5,2,3,2,3,2,2,2,4,2.5,5,14,0,5,0,0,0,1,1,7,0,0,2,0,2,2,3,3,3,31590,0
1,2,66,20,16,16,14,1,3,1,3,1,12,20,4,0,2,2,2,2,2,2,2,2,2,2.5,3,14,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,3,3,31590,21060
2,1,35,34,14,12,12,1,1,1,2,3,12,24,5,3,1,2,1,2,2,2,2,5,3.316676351,2,4,14.3137931,0,5,0,0,0,0,0,5,0,2,2,0,2.5,2.5,4,2,2,65520,21060
2,1,28,25,16,16,16,3,3,3,4,3,12,21,4,6,2,1,2,2,2,3,1,5,3.316676351,2.5,4,14.3137931,0,5,0,0,0,1,0,6,0,1,2,0,2.5,2.5,2,1,2,38610,0
2,2,52,32,20,14,12,4,1,1,3,3,12,25,2,5,2,2,2,3,2,2,1,5,3.316676351,2,4,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,2,1,1,74880,38610
11,2,89,28,12,8,8,1,0,0,1,1,12,19,4,7,2,3,1,2,2,3,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,25740,0
2,3,69,19,12,8,16,1,0,3,3,1,12,18,5,0,2,2,2,2,2,2,2,1,3,2.5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,21060,0
1,2,55,33,14,12,12,1,1,1,3,1,12,15,4,1,2,3,2,2,2,1,2,5,3.316676351,2,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,2,2,12870,0
3,3,48,22,13,12,12,1,1,1,2,2,12,21,7,0,2,2,2,2,2,2,2,5,3,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,38610,31590
2,2,67,25,12,12,11,1,1,2,3,2,6.5,13.5,4,1,2,2,2,2,1,3,2,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,0,0
2,3,36,24,13,12,14,1,1,1,2,5,12,25,4,5,5,2,2,3,1,2,3,5,2,2.5,3,15,0,5,0,3,0,1,0,9,0,0,2,0,2.5,2.5,2,4,3,74880,0
4,2,66,20,12,12,12,1,1,1,3,1,12,16,6,2,2,1,1,2,3,2,1,5,3.316676351,2,2,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,2,1,1,15210,15210
3,1,31,26,14,14,14,1,1,1,2,3,12,15,4,0,1,2,2,2,2,2,2,3,4,2.5,3,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,3,12870,0
9,2,57,19,12,12.04782821,12,1,2,1,2,2,6.5,13.5,5,7,3,2,2,2,2,2,2,5,3.316676351,1,3,14.3137931,0,0,0,0,0,0,0,0,0,3,2,0,2.5,2.5,2,2,1,0,936
13,0,48,0,14,0,3,1,0,0,2,2,8,8,6,1,3,3,1,2,2,2,1,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,30,4,2,0,2.5,2.5,3,3,3,4212,0
10,3,35,23,13,12.04782821,12,1,2,1,3,4,9,9,5,1,5,3,1,3,3,3,2,5,2,2.5,2,10,0,5,2,0,0,0,0,7,0,0,2,0,2.5,2.5,5,2,2,5265,5265
5,1,59,29,10,4,10,1,0,0,1,1,9,9,2,4,4,2,2,2,2,2,2,5,3.316676351,2,1,14.3137931,0,0,0,0,0,0,0,0,2,2,2,0,2.5,2.5,3,3,3,5265,0
12,3,59,19,7,12,12.13758921,0,1,2,2,1,7,7,4,1,4,3,1,3,3,3,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,2,2,0,2.5,2.5,3,3,3,3510,0
3,3,35,24,12,12.04782821,3,1,2,0,1,5,12,15,4,1,5,2,1,1,1,2,1,3,1,2.5,2,3,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,3,3,3,12870,5265
5,3,52,22,12,12.04782821,12,1,2,1,2,1,6.5,13.5,4,4,5,2,2,2,2,2,1,5,2,2.5,4,40,0,5,2,3,0,1,0,11,0,0,2,0,2.5,2.5,3,3,2,0,0
4,2,37,26,14,12,16,1,1,3,4,3,12,18,1,2,2,2,2,1,2,3,1,5,3.316676351,2,1,14.3137931,4,5,2,3,0,1,0,15,2,1,2,0,2.5,2.5,1,1,1,21060,21060
1,0,35,0,12,12.04782821,12.13758921,1,2,0,3,1,6.5,13.5,5,0,2,2,2,2,2,2,2,5,2,2.5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,0,0
2,2,61,21,14,12,12,1,1,1,4,2,12,23,6,7,5,2,2,3,3,2,2,1,2,2.5,3,10,0,0,0,3,0,0,0,3,0,0,2,0,2.5,2.5,4,4,4,56160,0
4,1,67,26,12,8,12.13758921,1,0,0,3,2,12,17,4,1,2,2,1,3,2,1,2,5,3.316676351,4,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,2,3,17550,6435
3,3,80,22,12,8,8,1,0,0,3,1,12,15,5,4,5,2,2,2,2,1,2,5,10,2.5,3,14,0,0,0,0,0,0,0,0,0,0,2,0,3,2,3,3,3,12870,0
2,1,30,25,14,12,12,1,1,1,3,3,12,20,1,1,2,2,2,2,3,3,2,5,3.316676351,2.5,1,14.3137931,0,0,2,3,0,0,0,5,30,2,2,0,2.5,2.5,1,1,1,31590,25740
4,0,56,0,17,12.04782821,12,4,2,1,3,1,12,20,5,1,5,2,2,3,3,3,2,1,2,2.5,3,4,0,5,0,3,0,0,0,8,0,0,2,0,2.5,2.5,2,2,2,31590,31590
6,0,20,0,14,12,16,1,1,3,2,2,12,19,2,1,5,3,3,3,3,1,2,4,1,2.5,1,15,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,3,3,25740,11115
2,2,53,27,16,16,12,3,3,1,4,2,12,21,6,6,1,2,2,2,2,2,2,5,3.316676351,2.5,4,14.3137931,0,5,0,0,0,1,0,6,3,2,2,0,2.5,2.5,1,1,1,38610,8775
1,0,31,0,16,12,12,4,1,1,3,1,6.5,13.5,3,2,5,1,2,2,2,3,1,1,2,2.5,2,42,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,2,3,2,0,0
1,2,51,21,12,11,10,1,0,0,4,1,12,15,4,5,1,2,3,2,3,3,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,1,2,2,0,2.5,2.5,1,1,1,12870,12870
4,3,29,23,10,12,9,1,1,0,1,4,12,20,4,4,5,2,3,1,3,2,1,5,1,2.5,2,2,0,5,0,3,0,1,0,9,0,0,1,0,2,2,3,3,3,31590,0
3,3,80,29,12,8,12.13758921,1,0,2,2,2,12,18,4,0,2,2,2,2,2,2,2,2,4,2.5,3,8,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,3,3,21060,0
6,2,67,25,16,12,11,3,1,0,4,1,10,12,5,6,1,1,1,2,2,2,1,5,3.316676351,2.5,4,14.3137931,0,5,0,0,0,1,0,6,0,1,2,0,2.5,2.5,4,1,1,8775,0
1,0,61,0,16,5,8,3,0,0,2,2,12,19,6,7,1,1,2,2,2,1,1,5,3.316676351,3,5,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,3,3,3,25740,0
6,5,58,22,12,12.04782821,6,1,2,0,2,2,12,20,4,7,2,2,2,2,2,2,1,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,1,0,1,0,1,2,0,2.5,2.5,3,3,3,31590,0
3,0,19,0,13,18,16,1,4,3,4,3,6.5,13.5,1,1,5,1,1,1,2,2,1,3,1,2.5,2,5,4,5,2,0,0,0,0,11,10,0,2,0,1,2,3,3,3,0,1638
2,0,19,0,11,12,12,0,1,1,4,3,6.5,26,5,5,5,1,2,2,3,2,1,4,2,2.5,4,5,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,4,2,4,131676.6906,936
3,0,25,0,12,12.04782821,14,1,2,1,3,2,12,18,4,0,2,2,2,2,2,2,2,4,6,2.5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,21060,11115
3,4,34,26,12,12,8,1,1,0,3,9,11,13,4,0,2,2,2,2,2,2,2,4,11,2.5,3,8,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,9945,0
1,5,37,13,12,12.04782821,12.13758921,1,2,2,3,4,12,21,1,5,1,1,1,2,2,1,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,1,1,1,38610,38610
0,4,78,22,12,12,12,1,1,1,4,2,12,15,4,4,5,2,2,2,2,2,2,5,12,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,12870,0
2,0,62,0,13,17,16,1,4,3,4,1,12,20,4,3,4,2,1,2,3,2,2,5,3.316676351,2,2,14.3137931,0,5,0,0,0,0,0,5,0,2,2,0,2.5,2.5,3,3,3,31590,0
2,2,30,18,14,12,12.13758921,2,1,2,2,3,12,16,5,5,5,2,2,2,3,3,2,4,1,2.5,3,70,0,5,2,0,0,1,0,8,0,0,2,1,3,3,3,3,3,15210,3510
3,2,65,16,8,12,12,0,1,1,4,1,6.5,13.5,5,4,5,2,1,2,3,2,2,2,6,2.5,1,14.3137931,0,0,0,0,0,0,0,0,2,0,2,0,1,1,3,3,3,0,0
2,1,45,26,18,12,12,4,1,1,5,2,12,19,3,5,5,2,1,1,2,3,1,2,1,2.5,5,2,0,5,0,3,0,1,0,9,0,0,2,0,2.5,2.5,2,1,2,25740,21060
2,0,65,0,12,12.04782821,12,1,2,1,4,2,12,19,4,0,2,2,2,2,2,2,2,5,2,2.5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,3,3,25740,0
4,3,68,18,8,12.04782821,8,0,2,0,2,1,9,9,3,7,3,2,1,1,2,2,3,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,5265,0
1,1,37,30,12,12.04782821,12,1,2,1,1,3,12,23,4,4,5,3,3,2,3,3,2,3,10,2.5,5,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,4,5,3,56160,21060
6,2,63,23,8,12.04782821,12,0,2,1,2,2,12,16,5,3,3,3,2,2,3,2,3,5,3.316676351,4,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,15210,0
18,2,59,18,11,12,12,0,1,1,4,2,12,20,4,4,5,2,2,3,1,2,2,5,3,2.5,3,3,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,31590,25740
2,2,80,27,16,12.04782821,12,3,2,1,4,2,12,23,7,0,2,2,2,2,2,2,2,2,15,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,56160,0
2,1,29,27,15,12,12,2,1,1,2,3,12,19,4,0,2,2,2,2,2,2,2,5,2,2.5,3,15,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,25740,17550
7,2,57,16,14,12.04782821,12,1,0,1,3,2,12,16,6,5,5,2,2,3,3,3,2,2,1,2.5,2,5,0,5,0,0,0,1,0,6,0,0,2,0,2,2,3,3,3,15210,7605
2,3,73,21,19,18,8,4,4,0,3,2,12,22,6,7,5,2,1,2,2,2,1,1,5,2.5,3,10,4,5,0,3,0,1,1,14,2,0,2,3,2,2,3,3,3,46800,0
1,3,75,24,12,12,14,1,1,1,3,2,12,18,5,0,1,2,2,2,2,2,2,2,3,2.5,3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,21060,0
2,2,74,22,12,12,12,1,1,1,4,1,12,16,4,4,2,2,2,2,3,3,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,15210,0
4,3,86,26,13,12.04782821,12,1,2,1,3,2,12,20,6,0,2,2,2,2,2,2,2,2,4,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,31590,0
2,2,81,19,12,3,8,1,0,0,3,2,12,19,2,0,1,2,2,2,2,2,2,3,5,2.5,3,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,25740,0
7,3,69,16,9,12.04782821,12.13758921,0,2,2,1,2,12,17,5,1,2,3,1,3,2,1,3,5,3.316676351,2.5,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,2,1,17550,5265
3,2,59,17,12,12,12.13758921,1,1,2,4,1,10,11,4,4,5,2,2,2,2,3,2,2,2,2.5,2,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,7605,0
3,3,59,30,12,12,12,1,1,1,3,2,6.5,13.5,6,7,2,2,3,3,3,3,1,5,3.316676351,4,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,0,0
3,5,68,23,12,8,10,1,0,0,2,3,12,18,6,0,2,2,2,2,2,2,2,3,5,2.5,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3,3,21060,5265
2,2,28,17,16,12,12,3,1,1,3,4,12,18,6,6,2,1,1,2,3,3,1,5,3.316676351,2.5,5,14.3137931,4,5,0,0,0,1,0,10,0,1,2,0,2.5,2.5,1,1,1,21060,21060
0,2,62,26,12,14,12.13758921,1,1,2,2,1,10,11,5,7,5,2,2,3,2,3,3,2,3,2.5,4,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,7605,0
1,0,30,0,12,12.04782821,12,1,1,1,3,3,11,14,4,0,2,2,2,2,2,2,2,5,5,2.5,3,7,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,11115,0
3,2,30,19,14,12,16,2,1,3,2,3,11,13,4,3,1,2,1,2,3,3,2,5,3.316676351,2.5,3,14.3137931,0,5,2,0,0,1,0,8,0,1,2,0,2.5,2.5,2,3,2,9945,9945
4,2,52,22,15,12.04782821,12.13758921,1,2,2,1,1,12,15,2,1,5,2,2,2,3,3,1,4,3.316676351,2.5,3,7,0,5,0,3,0,0,0,8,0,0,2,0,2.5,2.5,3,3,3,12870,0
2,3,50,23,18,12,12,4,0,1,3,3,12,24,3,0,4,2,2,2,2,2,2,5,5,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,3,1,1,3,3,3,65520,0
4,1,62,19,12,12.04782821,8,1,2,0,3,2,12,16,4,3,5,2,2,3,2,3,2,2,3,2.5,3,1,0,0,0,0,0,0,0,0,3,0,2,0,1,1,3,3,3,15210,0
4,1,46,26,16,16,12,3,3,1,2,3,12,22,6,0,2,2,2,2,2,2,2,4,5,2.5,3,20,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,46800,5265
1,2,43,27,13,12,12,1,1,1,4,4,12,22,2,0,2,2,2,2,2,2,2,1,2,2.5,3,15,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,3,46800,17550
1,0,27,0,16,16,13,3,3,1,3,1,12,16,4,3,2,2,1,2,2,2,1,5,3.316676351,3,2,14.3137931,0,5,0,3,0,0,0,8,0,1,2,0,2.5,2.5,2,1,2,15210,15210
2,3,36,29,16,14,16,3,1,3,2,5,12,18,4,6,5,1,2,3,3,3,2,3,1,2.5,4,8,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,3,3,21060,21060
7,0,26,0,13,12,12,1,1,1,4,1,5,5,4,4,2,1,1,1,3,2,1,5,3.316676351,1,3,14.3137931,0,5,0,0,0,0,0,5,0,1,2,0,2.5,2.5,2,1,2,2574,0
9,3,50,25,20,0,0,4,0,0,2,5,12,23,2,0,2,2,2,2,2,2,2,4,2,2.5,3,4,0,0,0,0,0,0,0,0,0,0,1,6,2,2,3,3,3,56160,6435
1,0,23,0,16,12.04782821,14,1,2,2,3,1,12,19,4,3,4,2,2,2,3,3,2,5,3.316676351,2.5,3,14.3137931,4,5,0,0,0,0,0,9,0,1,2,0,2.5,2.5,3,3,3,25740,0
1,0,27,0,18,12,15,3,1,2,2,2,11,13,6,7,2,1,2,1,3,2,2,5,3.316676351,3,2,14.3137931,4,5,2,3,0,1,0,15,0,1,2,0,2.5,2.5,1,1,1,9945,0
2,0,21,0,15,13,18,1,1,3,3,3,9,9,3,2,5,2,2,2,3,3,1,5,1,2.5,3,15,0,5,2,3,0,0,0,10,14,0,2,0,1,2,3,3,3,5265,5265
4,0,23,0,16,15,13,3,3,1,4,1,9,10,3,2,2,3,2,2,3,3,1,5,3.316676351,2.5,2,14.3137931,4,5,0,3,0,1,0,13,2,1,2,0,2.5,2.5,2,2,3,6435,2574
2,2,67,36,16,12.04782821,17,4,2,4,3,1,12,16,2,1,5,3,2,2,2,3,2,4,3.316676351,2.5,1,20,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,1,1,2,15210,9945
1,0,36,0,16,12,12,3,1,1,3,2,6.5,13.5,1,0,2,2,2,2,2,2,2,3,2,2.5,3,45,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,3,3,0,0
2,0,28,0,14,18,18,2,4,4,3,1,1,1,4,6,2,2,2,3,2,3,1,5,3.316676351,3,4,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,234,0
0,0,39,0,12,5,12,1,0,1,4,2,12,16,4,0,3,2,2,2,2,2,2,4,2,2.5,3,28,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,15210,15210
6,1,47,42,16,6,6,3,0,0,2,2,12,18,3,1,2,1,1,2,1,1,1,5,3.316676351,1,1,14.3137931,0,5,0,0,0,0,0,5,0,3,2,0,2.5,2.5,3,1,1,21060,9945
0,1,30,14,13,12.04782821,5,0,0,0,2,3,12,15,6,3,5,2,3,3,2,2,3,5,2,2.5,3,4,0,5,2,0,0,1,0,8,30,0,2,0,2,1,3,3,3,12870,0
0,1,52,41,18,13,12,4,1,1,3,1,12,20,2,3,1,2,2,2,3,3,2,5,3.316676351,2.5,3,14.3137931,4,0,0,3,0,0,0,7,1,1,2,0,2.5,2.5,1,1,1,31590,31590
7,1,60,19,8,6,12.13758921,0,0,0,1,3,6.5,13.5,4,0,2,2,2,2,2,2,2,4,1,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,3,0,9945
2,0,66,0,20,12,12,4,1,1,3,1,12,23,4,4,3,2,1,2,3,3,1,5,3.316676351,3,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,56160,7605
4,1,60,17,10,6,10,0,0,0,2,2,12,15,1,2,5,3,3,2,3,3,2,1,6,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,4,3,3,3,3,12870,2106
2,0,31,0,15,20,12,2,4,4,3,2,10,11,1,0,3,2,2,2,2,2,2,2,2,2.5,3,50,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,3,3,7605,2574
2,2,68,35,16,12,12,3,0,1,3,2,12,25,6,0,1,2,2,2,2,2,2,3,2,2.5,3,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,74880,25740
5,2,66,20,10,12.04782821,12,0,2,1,1,2,6.5,13.5,4,1,3,2,1,2,2,3,2,5,3.316676351,4,1,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,3,3,3,0,0
1,1,38,32,17,12,14,3,1,3,3,2,12,17,5,5,5,2,3,2,3,2,2,2,2,2.5,4,12,0,5,0,3,0,0,0,8,3,0,2,2,2,2,3,3,3,17550,17550
9,6,81,21,12,12.04782821,12.13758921,1,0,0,3,1,11,14,7,0,1,2,2,2,2,2,2,5,4,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,2,0,4,2,3,3,3,11115,4212
1,1,56,33,12,6,11,1,0,2,2,3,12,22,6,5,2,2,1,2,3,3,2,5,3.316676351,2.5,2,14.3137931,0,0,0,0,0,0,0,0,1,1,2,0,2.5,2.5,2,2,2,46800,15210
1,1,42,28,12,9,12,1,1,1,3,2,12,16,4,5,5,1,2,3,1,3,1,4,5,2.5,5,4,0,5,0,0,0,0,0,5,0,0,2,0,1,3,3,3,3,15210,15210
3,2,73,22,13,7,7,1,0,0,3,1,12,19,6,4,5,2,2,3,2,3,2,1,4,2.5,1,6,0,0,0,0,0,0,0,0,5,0,2,0,1,2.5,3,3,3,25740,0
0,0,24,0,12,12.04782821,12,1,2,1,1,2,11,13,4,2,3,3,1,2,2,3,3,5,3.316676351,2.5,1,14.3137931,0,0,2,0,0,0,0,2,0,2,2,0,2.5,2.5,2,1,2,9945,0
3,0,26,0,16,14,18,1,2,4,4,1,12,21,6,0,1,2,2,2,2,2,2,4,2,2.5,3,90,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,38610,0
9,2,50,25,16,12.04782821,10,3,2,0,2,2,12,19,4,0,1,2,2,2,2,2,2,4,3,2.5,3,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,25740,17550
1,0,19,0,14,12,12,2,1,1,2,2,9,9,2,3,3,2,1,2,3,2,1,5,3.316676351,2.5,3,14.3137931,0,0,2,0,1,1,0,4,3,1,2,0,2.5,2.5,3,3,3,5265,0
2,1,31,20,13,12.04782821,12,1,2,1,3,4,6.5,13.5,4,5,5,2,2,2,2,2,1,5,2,2.5,3,14.3137931,0,0,0,0,0,0,0,0,30,0,3,0,2,2,3,3,3,0,0
5,5,74,19,11,10,12,0,0,1,2,3,6.5,13.5,3,0,2,2,2,2,2,2,2,4,6,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,3,3,0,0
6,2,60,19,12,12.04782821,14,1,2,2,2,2,12,20,4,1,5,3,3,2,3,3,2,1,3,2.5,3,27,0,5,0,0,0,0,0,5,0,0,2,0,2.5,2.5,2,1,2,31590,31590
3,2,84,21,12,12.04782821,12.13758921,1,2,2,1,1,2,2,4,0,3,2,2,2,2,2,2,1,1,2.5,3,14.3137931,0,0,0,0,0,0,0,0,0,0,3,0,2.5,2.5,3,3,3,936,0
4,2,33,24,14,16,16,1,3,3,3,3,11,14,4,3,5,2,2,2,3,2,1,4,2,2.5,2,10,0,5,2,3,0,0,0,10,0,0,2,0,2.5,2.5,3,3,3,11115,0
3,3,40,99,11,12.04782821,12.13758921,0,2,2,3,4,12,21,4,4,2,2,2,2,2,2,2,5,3.316676351,3,3,14.3137931,0,0,0,0,0,0,0,0,0,1,2,0,2.5,2.5,2,3,2,38610,0
5,4,59,16,16,12.04782821,14,3,2,2,3,3,12,20,2,1,2,2,2,2,3,2,2,5,3.316676351,2.5,3,14.3137931,0,0,0,0,0,0,0,0,4,1,2,0,2.5,2.5,1,4,2,31590,12870
2,0,19,0,11,12,16,0,1,3,3,3,6.5,13.5,6,7,5,3,3,2,3,3,2,4,4,2.5,3,10,0,0,0,0,0,0,0,0,0,0,2,0,2.5,2.5,3,3,3,0,0
9,2,61,29,14,12.04782821,9,1,2,0,1,1,6.5,13.5,2,0,2,2,2,2,2,2,2,2,6,2.5,3,6,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,0,0
5,1,48,20,9,14,12,0,2,1,3,3,12,19,7,7,3,3,2,3,2,3,2,5,3.316676351,3,5,14.3137931,0,0,0,0,0,0,0,0,7,2,2,0,2.5,2.5,1,1,1,25740,25740
1,3,54,20,15,12.04782821,11,1,2,0,2,1,12,19,3,0,2,2,2,2,2,2,2,2,3,2.5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,3,3,25740,15210
3,3,41,28,18,12,14,4,1,2,3,5,12,20,4,3,1,2,2,2,3,3,2,5,3.316676351,2.5,3,14.3137931,0,5,0,0,0,1,0,6,0,1,2,0,2.5,2.5,1,1,1,31590,25740
1,3,34,22,16,12.04782821,14,3,2,1,3,2,12,18,6,0,3,2,2,2,2,2,2,1,2,2.5,3,10,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,21060,21060
2,1,19,18,13,10,14,1,0,1,4,3,4,4,3,3,5,1,1,2,1,2,1,4,2,2.5,3,2,4,5,2,0,0,1,0,12,0,0,3,0,2,1,3,3,3,2106,0
2,2,51,21,9,12.04782821,12,0,2,1,2,3,6.5,13.5,4,0,4,2,2,2,2,2,2,4,7,2.5,3,9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,3,0,0
2,0,32,0,14,12.04782821,14,2,2,2,3,2,12,20,1,1,5,2,2,2,2,2,2,4,4,2.5,1,4,0,0,0,0,0,1,0,1,0,0,1,1,1,2,3,3,3,31590,12870
4,2,64,25,14,12,12,2,1,1,3,2,12,22,6,0,1,2,2,2,2,2,2,1,4,2.5,3,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3,3,3,46800,15210
