"crit","zip"
"9004978","12855"
"9004979","12856"
"9004980","12857"
"9004981","12858"
"9004982","12859"
"9004983","12860"
"9004984","12861"
"9004985","12862"
"9004986","12863"
"9004988","12865"
"9004989","12866"
"9004990","12870"
"9004991","12871"
"9004992","12872"
"9004993","12873"
"9004994","12874"
"9004995","12878"
"9004996","12883"
"9004997","12885"
"9004998","12886"
"9004999","12887"
"9005000","12901"
"9005001","12903"
"9005002","12910"
"9005003","12912"
"9005004","12913"
"9005005","12914"
"9005006","12916"
"9005007","12917"
"9005008","12918"
"9005009","12919"
"9005010","12920"
"9005011","12921"
"9005012","12922"
"9005013","12923"
"9005014","12924"
"9005015","12926"
"9005016","12927"
"9005017","12928"
"9005018","12929"
"9005019","12930"
"9005020","12932"
"9005021","12934"
"9005022","12935"
"9005023","12936"
"9005024","12937"
"9005025","12939"
"9005026","12941"
"9005027","12942"
"9005028","12943"
"9005029","12944"
"9005030","12945"
"9005031","12946"
"9005032","12950"
"9005033","12952"
"9005034","12953"
"9005035","12955"
"9005036","12956"
"9005037","12957"
"9005038","12958"
"9005039","12959"
"9005040","12960"
"9005041","12962"
"9005042","12964"
"9005043","12965"
"9005044","12966"
"9005045","12967"
"9005046","12969"
"9005047","12970"
"9005048","12972"
"9005049","12973"
"9005050","12974"
"9005051","12975"
"9005052","12976"
"9005053","12978"
"9005054","12979"
"9005055","12980"
"9005056","12981"
"9005057","12983"
"9005058","12985"
"9005059","12986"
"9005060","12989"
"9005061","12992"
"9005062","12993"
"9005063","12996"
"9005064","12997"
"9005065","12998"
"9005066","13021"
"9005068","13024"
"9005069","13026"
"9005070","13027"
"9005071","13028"
"9005072","13029"
"9005073","13030"
"9005074","13031"
"9005075","13032"
"9005076","13033"
"9005077","13034"
"9005078","13035"
"9005079","13036"
"9005080","13037"
"9005081","13039"
"9005082","13040"
"9005083","13041"
"9005084","13042"
"9005085","13044"
"9005086","13045"
"9005087","13052"
"9005088","13053"
"9005089","13054"
"9005090","13057"
"9005091","13060"
"9005092","13061"
"9005093","13063"
"9005095","13066"
"9005096","13068"
"9005097","13069"
"9005098","13071"
"9005099","13072"
"9005100","13073"
"9005101","13074"
"9005102","13076"
"9005103","13077"
"9005104","13078"
"9005105","13080"
"9005106","13081"
"9005107","13082"
"9005108","13083"
"9005109","13084"
"9005110","13087"
"9005111","13088"
"9005112","13090"
"9005113","13092"
"9005114","13101"
"9005115","13102"
"9005116","13103"
"9005117","13104"
"9005119","13108"
"9005120","13110"
"9005121","13111"
"9005122","13112"
"9005123","13114"
"9005124","13116"
"9005125","13117"
"9005126","13118"
"9005127","13120"
"9005128","13122"
"9005129","13123"
"9005130","13124"
"9005131","13126"
"9005132","13131"
"9005133","13132"
"9005134","13134"
"9005135","13135"
"9005136","13136"
"9005137","13138"
"9005138","13140"
"9005139","13141"
"9005140","13142"
"9005141","13143"
"9005142","13144"
"9005143","13145"
"9005144","13146"
"9005145","13147"
"9005146","13148"
"9005147","13152"
"9005148","13153"
"9005149","13155"
"9005150","13156"
"9005151","13157"
"9005152","13158"
"9005153","13159"
"9005154","13160"
"9005155","13162"
"9005156","13163"
"9005157","13164"
"9005158","13165"
"9005159","13166"
"9005160","13167"
"9005161","13202"
"9005162","13203"
"9005163","13204"
"9005164","13205"
"9005165","13206"
"9005166","13207"
"9005167","13208"
"9005168","13209"
"9005169","13210"
"9005170","13211"
"9005171","13212"
"9005172","13214"
"9005173","13215"
"9005174","13219"
"9005175","13220"
"9005176","13224"
"9005177","13244"
"9005178","13261"
"9005179","13290"
"9005180","13301"
"9005181","13302"
"9005182","13303"
"9005183","13304"
"9005184","13305"
"9005185","13308"
"9005186","13309"
"9005187","13310"
"9005188","13312"
"9005189","13313"
"9005190","13314"
"9005191","13315"
"9005192","13316"
"9005193","13317"
"9005194","13318"
"9005195","13319"
"9005196","13320"
"9005197","13321"
"9005198","13322"
"9005199","13323"
"9005200","13324"
"9005201","13325"
"9005202","13326"
"9005203","13327"
"9005204","13328"
"9005205","13329"
"9005206","13331"
"9005207","13332"
"9005208","13333"
"9005209","13334"
"9005210","13335"
"9005211","13337"
"9005212","13338"
"9005213","13339"
"9005214","13340"
"9005215","13341"
"9005216","13342"
"9005217","13343"
"9005218","13345"
"9005219","13346"
"9005220","13348"
"9005221","13350"
"9005222","13353"
"9005223","13354"
"9005224","13355"
"9005225","13357"
"9005226","13360"
"9005227","13361"
"9005228","13363"
"9005229","13364"
"9005230","13365"
"9005231","13367"
"9005232","13368"
"9005233","13402"
"9005234","13403"
"9005235","13406"
"9005236","13407"
"9005237","13408"
"9005238","13409"
"9005239","13411"
"9005240","13413"
"9005241","13415"
"9005242","13416"
"9005243","13417"
"9005244","13418"
"9005245","13420"
"9005246","13421"
"9005247","13424"
"9005248","13425"
"9005249","13426"
"9005250","13428"
"9005251","13431"
"9005252","13433"
"9005253","13436"
"9005254","13437"
"9005255","13438"
"9005256","13439"
"9005257","13440"
"9005258","13441"
"9005259","13450"
"9005260","13452"
"9005261","13454"
"9005262","13456"
"9005263","13459"
"9005264","13460"
"9005265","13461"
"9005266","13464"
"9005267","13468"
"9005268","13469"
"9005269","13470"
"9005270","13471"
"9005271","13472"
"9005272","13473"
"9005273","13476"
"9005274","13477"
"9005275","13478"
"9005277","13480"
"9005278","13482"
"9005279","13483"
"9005280","13485"
"9005281","13486"
"9005282","13488"
"9005283","13489"
"9005284","13490"
"9005285","13491"
"9005286","13492"
"9005287","13493"
"9005288","13494"
"9005289","13495"
"9005290","13501"
"9005291","13502"
"9005292","13601"
"9005293","13602"
"9005294","13603"
"9005295","13605"
"9005296","13606"
"9005297","13607"
"9005298","13608"
"9005299","13612"
"9005300","13613"
"9005301","13614"
"9005302","13615"
"9005303","13616"
"9005304","13617"
"9005305","13618"
"9005306","13619"
"9005307","13620"
"9005308","13621"
"9005309","13622"
"9005311","13624"
"9005312","13625"
"9005313","13626"
"9005314","13628"
"9005315","13630"
"9005316","13633"
"9005317","13634"
"9005318","13635"
"9005319","13636"
"9005320","13637"
"9005321","13638"
"9005322","13639"
"9005323","13640"
"9005324","13642"
"9005325","13645"
"9005326","13646"
"9005327","13648"
"9005328","13650"
"9005329","13652"
"9005330","13654"
"9005331","13655"
"9005332","13656"
"9005333","13658"
"9005334","13659"
"9005335","13660"
"9005336","13661"
"9005337","13662"
"9005338","13664"
"9005339","13665"
"9005340","13666"
"9005341","13667"
"9005342","13668"
"9005343","13669"
"9005344","13670"
"9005345","13672"
"9005346","13673"
"9005347","13674"
"9005348","13675"
"9005349","13676"
"9005350","13679"
"9005351","13680"
"9005352","13681"
"9005353","13682"
"9005354","13684"
"9005355","13685"
"9005356","13687"
"9005357","13690"
"9005358","13691"
"9005359","13692"
"9005360","13693"
"9005361","13694"
"9005362","13695"
"9005363","13696"
"9005364","13697"
"9005365","13730"
"9005366","13731"
"9005367","13732"
"9005368","13733"
"9005369","13734"
"9005370","13736"
"9005371","13739"
"9005372","13740"
"9005373","13743"
"9005374","13744"
"9005375","13746"
"9005376","13748"
"9005377","13750"
"9005378","13752"
"9005379","13753"
"9005380","13754"
"9005381","13755"
"9005382","13756"
"9005383","13757"
"9005384","13760"
"9005385","13775"
"9005386","13776"
"9005387","13777"
"9005388","13778"
"9005389","13780"
"9005390","13782"
"9005391","13783"
"9005392","13784"
"9005393","13786"
"9005394","13787"
"9005395","13788"
"9005396","13790"
"9005397","13795"
"9005398","13796"
"9005399","13797"
"9005400","13801"
"9005401","13802"
"9005402","13803"
"9005403","13804"
"9005404","13807"
"9005405","13808"
"9005406","13809"
"9005407","13810"
"9005408","13811"
"9005409","13812"
"9005410","13813"
"9005411","13815"
"9005412","13820"
"9005413","13825"
"9005414","13826"
"9005415","13827"
"9005416","13830"
"9005417","13832"
"9005418","13833"
"9005419","13834"
"9005420","13835"
"9005421","13838"
"9005422","13839"
"9005423","13841"
"9005424","13842"
"9005425","13843"
"9005426","13844"
"9005427","13846"
"9005428","13847"
"9005429","13848"
"9005430","13849"
"9005431","13850"
"9005432","13856"
"9005433","13859"
"9005434","13861"
"9005435","13862"
"9005436","13863"
"9005437","13864"
"9005438","13865"
"9005439","13901"
"9005440","13903"
"9005441","13904"
"9005442","13905"
"9005443","14001"
"9005444","14004"
"9005445","14005"
"9005446","14006"
"9005447","14008"
"9005448","14009"
"9005449","14011"
"9005450","14012"
"9005451","14013"
"9005452","14020"
"9005453","14024"
"9005454","14025"
"9005455","14026"
"9005456","14028"
"9005457","14030"
"9005458","14031"
"9005459","14032"
"9005460","14033"
"9005461","14034"
"9005462","14036"
"9005463","14037"
"9005464","14039"
"9005465","14040"
"9005466","14041"
"9005467","14042"
"9005468","14043"
"9005469","14047"
"9005470","14048"
"9005471","14051"
"9005472","14052"
"9005473","14054"
"9005474","14055"
"9005475","14057"
"9005476","14058"
"9005477","14059"
"9005478","14060"
"9005479","14061"
"9005480","14062"
"9005481","14063"
"9005482","14065"
"9005483","14066"
"9005484","14067"
"9005485","14068"
"9005486","14069"
"9005487","14070"
"9005488","14072"
"9005489","14075"
"9005490","14080"
"9005491","14081"
"9005492","14082"
"9005494","14085"
"9005495","14086"
"9005496","14091"
"9005497","14092"
"9005498","14094"
"9005499","14098"
"9005500","14101"
"9005501","14102"
"9005502","14103"
"9005503","14105"
"9005504","14108"
"9005506","14111"
"9005507","14113"
"9005508","14120"
"9005509","14125"
"9005510","14126"
"9005511","14127"
"9005512","14129"
"9005513","14130"
"9005514","14131"
"9005515","14132"
"9005516","14134"
"9005517","14136"
"9005518","14138"
"9005519","14139"
"9005520","14141"
"9005521","14143"
"9005522","14145"
"9005523","14150"
"9005524","14167"
"9005525","14168"
"9005526","14170"
"9005527","14171"
"9005528","14172"
"9005529","14173"
"9005530","14174"
"9005531","14201"
"9005532","14202"
"9005533","14203"
"9005534","14204"
"9005535","14206"
"9005536","14207"
"9005537","14208"
"9005538","14209"
"9005539","14210"
"9005540","14211"
"9005541","14212"
"9005542","14213"
"9005543","14214"
"9005544","14215"
"9005545","14216"
"9005546","14217"
"9005547","14218"
"9005548","14219"
"9005549","14220"
"9005550","14221"
"9005551","14222"
"9005552","14223"
"9005553","14224"
"9005554","14225"
"9005555","14226"
"9005556","14227"
"9005557","14228"
"9005558","14240"
"9005559","14241"
"9005560","14260"
"9005561","14301"
"9005562","14303"
"9005563","14304"
"9005564","14305"
"9005565","14411"
"9005566","14414"
"9005567","14415"
"9005568","14416"
"9005569","14418"
"9005570","14420"
"9005571","14422"
"9005572","14423"
"9005573","14424"
"9005574","14425"
"9005575","14427"
"9005576","14428"
"9005577","14432"
"9005578","14433"
"9005579","14435"
"9005580","14437"
"9005581","14441"
"9005582","14445"
"9005583","14450"
"9005584","14454"
"9005585","14456"
"9005586","14462"
"9005587","14463"
"9005588","14464"
"9005589","14466"
"9005590","14467"
"9005591","14468"
"9005592","14469"
"9005593","14470"
"9005594","14471"
"9005595","14472"
"9005596","14475"
"9005597","14476"
"9005598","14477"
"9005599","14478"
"9005600","14479"
"9005601","14480"
"9005602","14481"
"9005603","14482"
"9005604","14485"
"9005605","14486"
"9005606","14487"
"9005607","14489"
"9005608","14502"
"9005609","14504"
"9005610","14505"
"9005611","14506"
"9005612","14507"
"9005613","14510"
"9005614","14511"
"9005615","14512"
"9005616","14513"
"9005617","14514"
"9005619","14516"
"9005620","14517"
"9005621","14519"
"9005622","14521"
"9005623","14522"
"9005624","14525"
"9005625","14526"
"9005626","14527"
"9005627","14530"
"9005628","14532"
"9005629","14533"
"9005630","14534"
"9005631","14536"
"9005632","14537"
"9005633","14541"
"9005634","14543"
"9005635","14544"
"9005636","14545"
"9005637","14546"
"9005638","14547"
"9005639","14548"
"9005640","14549"
"9005641","14550"
"9005642","14551"
"9005643","14555"
"9005644","14558"
"9005645","14559"
"9005646","14560"
"9005647","14561"
"9005648","14564"
"9005649","14568"
"9005650","14569"
"9005651","14571"
"9005652","14572"
"9005653","14580"
"9005654","14586"
"9005655","14589"
"9005656","14590"
"9005657","14591"
"9005658","14604"
"9005659","14605"
"9005660","14606"
"9005661","14607"
"9005662","14608"
"9005663","14609"
"9005664","14610"
"9005665","14611"
"9005666","14612"
"9005667","14613"
"9005668","14614"
"9005669","14615"
"9005670","14616"
"9005671","14617"
"9005672","14618"
"9005673","14619"
"9005674","14620"
"9005675","14621"
"9005676","14622"
"9005677","14623"
"9005678","14624"
"9005679","14625"
"9005680","14626"
"9005682","14650"
"9005683","14653"
"9005684","14692"
"9005685","14701"
"9005686","14706"
"9005687","14707"
"9005688","14708"
"9005689","14709"
"9005690","14710"
"9005691","14711"
"9005692","14712"
"9005693","14714"
"9005694","14715"
"9005695","14716"
"9005696","14717"
"9005697","14718"
"9005698","14719"
"9005699","14721"
"9005700","14722"
"9005701","14723"
"9005702","14724"
"9005703","14726"
"9005704","14727"
"9005705","14728"
"9005706","14729"
"9005708","14731"
"9005709","14732"
"9005710","14733"
"9005711","14735"
"9005712","14736"
"9005713","14737"
"9005714","14738"
"9005715","14739"
"9005716","14740"
"9005717","14741"
"9005718","14743"
"9005719","14744"
"9005720","14745"
"9005721","14747"
"9005722","14748"
"9005723","14750"
"9005724","14752"
"9005725","14753"
"9005726","14754"
"9005727","14755"
"9005728","14757"
"9005729","14760"
"9005730","14767"
"9005731","14769"
"9005732","14770"
"9005733","14772"
"9005734","14775"
"9005735","14777"
"9005736","14779"
"9005737","14781"
"9005738","14782"
"9005739","14783"
"9005740","14784"
"9005741","14787"
"9005742","14801"
"9005743","14802"
"9005744","14803"
"9005745","14804"
"9005746","14805"
"9005747","14806"
"9005748","14807"
"9005749","14808"
"9005750","14809"
"9005751","14810"
"9005752","14812"
"9005753","14813"
"9005754","14814"
"9005755","14815"
"9005756","14816"
"9005757","14817"
"9005758","14818"
"9005759","14819"
"9005760","14820"
"9005761","14821"
"9005762","14822"
"9005763","14823"
"9005764","14824"
"9005765","14825"
"9005766","14826"
"9005767","14830"
"9005768","14836"
"9005769","14837"
"9005770","14838"
"9005771","14839"
"9005772","14840"
"9005773","14841"
"9005774","14842"
"9005775","14843"
"9005776","14845"
"9005777","14846"
"9005778","14847"
"9005779","14850"
"9005780","14851"
"9005781","14853"
"9005782","14854"
"9005783","14855"
"9005785","14858"
"9005786","14859"
"9005787","14860"
"9005788","14861"
"9005789","14864"
"9005790","14865"
"9005791","14867"
"9005792","14869"
"9005793","14870"
"9005794","14871"
"9005795","14872"
"9005796","14873"
"9005797","14874"
"9005798","14877"
"9005799","14878"
"9005800","14879"
"9005801","14880"
"9005802","14881"
"9005803","14882"
"9005804","14883"
"9005805","14884"
"9005806","14885"
"9005807","14886"
"9005808","14889"
"9005809","14891"
"9005810","14892"
"9005811","14894"
"9005812","14895"
"9005813","14897"
"9005814","14898"
"9005815","14901"
"9005816","14903"
"9005817","14904"
"9005818","14905"
"9005819","15001"
"9005820","15003"
"9005821","15005"
"9005823","15007"
"9005824","15009"
"9005825","15010"
"9005826","15012"
"9005827","15014"
"9005828","15015"
"9005829","15017"
"9005830","15018"
"9005831","15019"
"9005832","15020"
"9005833","15021"
"9005834","15022"
"9005835","15024"
"9005836","15025"
"9005837","15026"
"9005838","15027"
"9005839","15028"
"9005840","15030"
"9005841","15031"
"9005842","15033"
"9005843","15034"
"9005844","15035"
"9005845","15037"
"9005846","15038"
"9005847","15042"
"9005848","15043"
"9005849","15044"
"9005850","15045"
"9005851","15046"
"9005852","15047"
"9005853","15049"
"9005854","15050"
"9005855","15051"
"9005856","15052"
"9005857","15053"
"9005858","15054"
"9005859","15055"
"9005860","15056"
"9005861","15057"
"9005862","15059"
"9005863","15060"
"9005864","15061"
"9005865","15062"
"9005866","15063"
"9005867","15064"
"9005868","15065"
"9005869","15066"
"9005870","15067"
"9005871","15068"
"9005872","15071"
"9005873","15074"
"9005874","15076"
"9005875","15078"
"9005876","15081"
"9005877","15082"
"9005878","15083"
"9005879","15084"
"9005880","15085"
"9005881","15086"
"9005882","15088"
"9005883","15089"
"9005884","15090"
"9005885","15101"
"9005886","15102"
"9005887","15104"
"9005888","15106"
"9005889","15108"
"9005890","15110"
"9005891","15112"
"9005892","15116"
"9005893","15120"
"9005894","15122"
"9005895","15123"
"9005896","15126"
"9005897","15129"
"9005898","15131"
"9005899","15132"
"9005900","15133"
"9005901","15135"
"9005902","15136"
"9005903","15137"
"9005904","15139"
"9005905","15140"
"9005906","15142"
"9005907","15143"
"9005908","15144"
"9005909","15145"
"9005910","15146"
"9005911","15147"
"9005912","15148"
"9005913","15201"
"9005914","15202"
"9005915","15203"
"9005916","15204"
"9005917","15205"
"9005918","15206"
"9005919","15207"
"9005920","15208"
"9005921","15209"
"9005922","15210"
"9005923","15211"
"9005924","15212"
"9005925","15213"
"9005926","15214"
"9005927","15215"
"9005928","15216"
"9005929","15217"
"9005930","15218"
"9005931","15219"
"9005932","15220"
"9005933","15221"
"9005934","15222"
"9005935","15223"
"9005936","15224"
"9005937","15225"
"9005938","15226"
"9005939","15227"
"9005940","15228"
"9005941","15229"
"9005942","15232"
"9005943","15233"
"9005944","15234"
"9005945","15235"
"9005946","15236"
"9005947","15237"
"9005948","15238"
"9005949","15239"
"9005950","15241"
"9005951","15243"
"9005952","15260"
"9005953","15261"
"9005954","15275"
"9005955","15276"
"9005956","15277"
"9005957","15282"
"9005958","15290"
"9005959","15301"
"9005960","15310"
"9005961","15311"
"9005962","15312"
"9005963","15313"
"9005964","15314"
"9005965","15315"
"9005966","15317"
"9005967","15320"
"9005968","15321"
"9005969","15322"
"9005970","15323"
"9005971","15324"
"9005972","15327"
"9005973","15329"
"9005974","15330"
"9005975","15331"
"9005976","15332"
"9005977","15333"
"9005978","15334"
"9005979","15337"
"9005980","15338"
"9005981","15340"
"9005982","15341"
"9005983","15342"
"9005984","15344"
"9005985","15345"
"9005986","15346"
"9005987","15348"
"9005988","15349"
"9005989","15351"
"9005990","15352"
"9005991","15357"
"9005992","15358"
"9005993","15360"
"9005994","15361"
"9005995","15362"
"9005996","15363"
"9005997","15364"
"9005998","15366"
"9005999","15367"
"9006000","15368"
"9006001","15370"
"9006002","15376"
"9006003","15377"
"9006005","15380"
"9006006","15401"
"9006007","15410"
"9006008","15411"
"9006009","15412"
"9006010","15413"
"9006012","15417"
"9006013","15419"
"9006014","15421"
"9006015","15422"
"9006016","15423"
"9006017","15424"
"9006018","15425"
"9006019","15427"
"9006020","15428"
"9006021","15430"
"9006022","15431"
"9006023","15432"
"9006024","15433"
"9006025","15436"
"9006026","15437"
"9006027","15438"
"9006028","15440"
"9006029","15442"
"9006030","15444"
"9006031","15445"
"9006032","15446"
"9006033","15449"
"9006034","15450"
"9006035","15451"
"9006036","15456"
"9006037","15458"
"9006038","15459"
"9006039","15460"
"9006040","15461"
"9006041","15462"
"9006042","15464"
"9006043","15466"
"9006044","15468"
"9006045","15469"
"9006046","15470"
"9006047","15472"
"9006048","15473"
"9006049","15474"
"9006050","15476"
"9006051","15477"
"9006052","15478"
"9006053","15479"
"9006054","15480"
"9006055","15483"
"9006056","15484"
"9006057","15486"
"9006058","15488"
"9006059","15490"
"9006060","15501"
"9006061","15510"
"9006062","15520"
"9006063","15521"
"9006064","15522"
"9006065","15530"
"9006066","15531"
"9006067","15533"
"9006068","15534"
"9006069","15535"
"9006070","15536"
"9006071","15537"
"9006072","15538"
"9006073","15539"
"9006074","15540"
"9006075","15541"
"9006076","15542"
"9006077","15544"
"9006078","15545"
"9006079","15546"
"9006080","15547"
"9006081","15550"
"9006082","15551"
"9006083","15552"
"9006085","15554"
"9006086","15557"
"9006087","15558"
"9006088","15559"
"9006089","15560"
"9006090","15561"
"9006091","15562"
"9006092","15563"
"9006093","15601"
"9006094","15610"
"9006095","15611"
"9006096","15613"
"9006097","15615"
"9006098","15617"
"9006099","15618"
"9006100","15620"
"9006101","15622"
"9006102","15623"
"9006103","15626"
"9006104","15627"
"9006105","15628"
"9006106","15629"
"9006107","15631"
"9006108","15632"
"9006109","15634"
"9006110","15635"
"9006111","15636"
"9006112","15637"
"9006113","15639"
"9006114","15640"
"9006115","15641"
"9006116","15642"
"9006117","15644"
"9006118","15646"
"9006119","15647"
"9006120","15650"
"9006121","15655"
"9006122","15656"
"9006123","15658"
"9006124","15661"
"9006125","15663"
"9006126","15665"
"9006127","15666"
"9006128","15668"
"9006129","15670"
"9006130","15671"
"9006131","15672"
"9006132","15675"
"9006133","15677"
"9006134","15678"
"9006135","15679"
"9006136","15681"
"9006137","15683"
"9006138","15684"
"9006139","15686"
"9006140","15690"
"9006141","15692"
"9006142","15695"
"9006143","15697"
"9006144","15701"
"9006145","15705"
"9006146","15711"
"9006147","15713"
"9006148","15714"
"9006149","15715"
"9006150","15716"
"9006151","15717"
"9006152","15722"
"9006153","15723"
"9006154","15724"
"9006155","15725"
"9006156","15728"
"9006157","15729"
"9006158","15730"
"9006159","15731"
"9006160","15732"
"9006161","15736"
"9006162","15739"
"9006163","15741"
"9006164","15742"
"9006165","15746"
"9006166","15747"
"9006167","15748"
"9006168","15753"
"9006169","15754"
"9006170","15756"
"9006171","15757"
"9006172","15759"
"9006173","15760"
"9006174","15762"
"9006175","15763"
"9006176","15765"
"9006177","15767"
"9006178","15771"
"9006179","15772"
"9006180","15773"
"9006181","15774"
"9006182","15775"
"9006183","15777"
"9006184","15779"
"9006185","15783"
"9006186","15784"
"9006187","15801"
"9006188","15821"
"9006189","15823"
"9006190","15824"
"9006191","15825"
"9006192","15827"
"9006193","15828"
"9006194","15829"
"9006195","15832"
"9006196","15834"
"9006197","15840"
"9006198","15845"
"9006199","15846"
"9006200","15848"
"9006201","15849"
"9006202","15851"
"9006203","15853"
"9006204","15856"
"9006205","15857"
"9006206","15860"
"9006207","15861"
"9006208","15864"
"9006209","15865"
"9006210","15866"
"9006211","15868"
"9006212","15870"
"9006213","15901"
"9006214","15902"
"9006215","15904"
"9006216","15905"
"9006217","15906"
"9006218","15909"
"9006219","15920"
"9006220","15921"
"9006221","15923"
"9006222","15924"
"9006223","15925"
"9006224","15926"
"9006225","15927"
"9006226","15928"
"9006227","15931"
"9006228","15934"
"9006229","15935"
"9006230","15936"
"9006231","15938"
"9006232","15940"
"9006233","15942"
"9006234","15943"
"9006235","15944"
"9006236","15945"
"9006237","15946"
"9006238","15948"
"9006239","15949"
"9006240","15952"
"9006241","15953"
"9006242","15954"
"9006243","15955"
"9006244","15956"
"9006245","15957"
"9006246","15958"
"9006247","15960"
"9006248","15961"
"9006249","15962"
"9006250","15963"
"9006251","16001"
"9006252","16002"
"9006253","16020"
"9006254","16022"
"9006255","16023"
"9006256","16024"
"9006257","16025"
"9006258","16027"
"9006259","16028"
"9006260","16029"
"9006261","16030"
"9006262","16033"
"9006263","16034"
"9006264","16036"
"9006265","16037"
"9006266","16038"
"9006267","16040"
"9006268","16041"
"9006269","16045"
"9006270","16046"
"9006271","16049"
"9006272","16050"
"9006273","16051"
"9006274","16052"
"9006275","16053"
"9006276","16054"
"9006277","16055"
"9006278","16056"
"9006279","16057"
"9006280","16059"
"9006281","16061"
"9006282","16063"
"9006283","16066"
"9006284","16101"
"9006285","16102"
"9006286","16105"
"9006287","16110"
"9006288","16111"
"9006289","16112"
"9006290","16113"
"9006291","16114"
"9006292","16115"
"9006293","16116"
"9006294","16117"
"9006295","16120"
"9006296","16121"
"9006297","16123"
"9006298","16124"
"9006299","16125"
"9006300","16127"
"9006301","16130"
"9006302","16131"
"9006303","16132"
"9006304","16133"
"9006305","16134"
"9006306","16136"
"9006307","16137"
"9006308","16141"
"9006309","16142"
"9006310","16143"
"9006311","16145"
"9006312","16146"
"9006313","16148"
"9006314","16150"
"9006315","16153"
"9006316","16154"
"9006317","16156"
"9006318","16157"
"9006319","16159"
"9006320","16160"
"9006321","16161"
"9006322","16201"
"9006323","16210"
"9006324","16213"
"9006325","16214"
"9006326","16217"
"9006327","16218"
"9006328","16222"
"9006329","16224"
"9006330","16226"
"9006331","16228"
"9006332","16229"
"9006333","16230"
"9006334","16232"
"9006335","16233"
"9006336","16235"
"9006337","16238"
"9006338","16239"
"9006339","16240"
"9006340","16242"
"9006341","16244"
"9006342","16246"
"9006343","16248"
"9006344","16249"
"9006345","16250"
"9006346","16254"
"9006347","16255"
"9006348","16256"
"9006349","16258"
"9006350","16259"
"9006351","16260"
"9006352","16262"
"9006353","16301"
"9006354","16311"
"9006355","16313"
"9006356","16314"
"9006357","16316"
"9006358","16317"
"9006359","16319"
"9006361","16323"
"9006362","16326"
"9006363","16327"
"9006364","16329"
"9006365","16331"
"9006366","16332"
"9006367","16334"
"9006368","16335"
"9006369","16340"
"9006370","16341"
"9006371","16342"
"9006372","16343"
"9006373","16345"
"9006374","16346"
"9006375","16347"
"9006376","16350"
"9006377","16351"
"9006378","16353"
"9006379","16354"
"9006380","16360"
"9006381","16362"
"9006382","16364"
"9006383","16365"
"9006384","16370"
"9006385","16371"
"9006386","16373"
"9006387","16374"
"9006388","16401"
"9006389","16402"
"9006390","16403"
"9006391","16404"
"9006392","16405"
"9006393","16406"
"9006394","16407"
"9006395","16410"
"9006396","16411"
"9006397","16412"
"9006398","16415"
"9006399","16417"
"9006400","16420"
"9006401","16421"
"9006402","16423"
"9006403","16424"
"9006404","16426"
"9006405","16427"
"9006406","16428"
"9006407","16430"
"9006408","16433"
"9006409","16434"
"9006410","16435"
"9006411","16436"
"9006412","16438"
"9006413","16440"
"9006414","16441"
"9006415","16442"
"9006416","16443"
"9006417","16501"
"9006418","16502"
"9006419","16503"
"9006420","16504"
"9006421","16505"
"9006422","16506"
"9006423","16507"
"9006424","16508"
"9006425","16509"
"9006426","16510"
"9006427","16511"
"9006428","16515"
"9006429","16534"
"9006430","16546"
"9006431","16550"
"9006432","16563"
"9006433","16565"
"9006434","16601"
"9006435","16602"
"9006436","16611"
"9006437","16613"
"9006438","16616"
"9006439","16617"
"9006440","16621"
"9006441","16622"
"9006442","16623"
"9006443","16624"
"9006444","16625"
"9006445","16627"
"9006446","16630"
"9006447","16635"
"9006448","16636"
"9006449","16637"
"9006450","16639"
"9006451","16640"
"9006452","16641"
"9006453","16646"
"9006454","16647"
"9006455","16648"
"9006456","16650"
"9006457","16651"
"9006458","16652"
"9006459","16655"
"9006460","16656"
"9006461","16657"
"9006462","16659"
"9006463","16661"
"9006464","16662"
"9006465","16664"
"9006466","16666"
"9006467","16667"
"9006468","16668"
"9006469","16669"
"9006470","16670"
"9006471","16672"
"9006472","16673"
"9006473","16677"
"9006474","16678"
"9006475","16679"
"9006476","16680"
"9006477","16682"
"9006478","16686"
"9006479","16689"
"9006480","16691"
"9006481","16692"
"9006482","16693"
"9006483","16695"
"9006484","16701"
"9006485","16720"
"9006486","16725"
"9006487","16726"
"9006488","16727"
"9006489","16729"
"9006490","16731"
"9006491","16734"
"9006492","16735"
"9006493","16738"
"9006494","16740"
"9006495","16743"
"9006496","16744"
"9006497","16745"
"9006498","16746"
"9006499","16748"
"9006500","16749"
"9006501","16801"
"9006502","16802"
"9006503","16803"
"9006504","16820"
"9006505","16821"
"9006506","16822"
"9006507","16823"
"9006508","16827"
"9006509","16828"
"9006510","16829"
"9006511","16830"
"9006512","16832"
"9006513","16833"
"9006515","16836"
"9006516","16837"
"9006517","16838"
"9006518","16839"
"9006519","16840"
"9006520","16841"
"9006521","16843"
"9006522","16844"
"9006523","16845"
"9006524","16847"
"9006525","16848"
"9006526","16849"
"9006527","16851"
"9006528","16852"
"9006529","16853"
"9006530","16854"
"9006531","16858"
"9006532","16859"
"9006533","16860"
"9006534","16861"
"9006535","16863"
"9006536","16864"
"9006537","16865"
"9006538","16866"
"9006539","16868"
"9006540","16870"
"9006541","16871"
"9006542","16872"
"9006543","16874"
"9006544","16875"
"9006545","16877"
"9006546","16878"
"9006547","16879"
"9006548","16881"
"9006549","16882"
