ZIP Code,City,County,Type,Population,ZIP Code
90065,Los Angeles,Los Angeles,Standard,48420,90065
90247,Gardena,Los Angeles,Standard,47969,90247
91352,Sun Valley,Los Angeles,Standard,47934,91352
90032,Los Angeles,Los Angeles,Standard,47766,90032
90025,Los Angeles,Los Angeles,Standard,47453,90025
91765,Diamond Bar,Los Angeles,Standard,47398,91765
90059,Los Angeles,Los Angeles,Standard,47351,90059
90023,Los Angeles,Los Angeles,Standard,47229,90023
91748,Rowland Heights,Los Angeles,Standard,47114,91748
90016,Los Angeles,Los Angeles,Standard,46303,90016
91790,West Covina,Los Angeles,Standard,45958,91790
90027,Los Angeles,Los Angeles,Standard,45616,90027
90503,Torrance,Los Angeles,Standard,45349,90503
91733,South El Monte,Los Angeles,Standard,44989,91733
90043,Los Angeles,Los Angeles,Standard,44571,90043
91606,North Hollywood,Los Angeles,Standard,44352,91606
91789,Walnut,Los Angeles,Standard,44115,91789
90241,Downey,Los Angeles,Standard,44097,90241
91367,Woodland Hills,Los Angeles,Standard,43370,91367
91387,Canyon Country,Los Angeles,Standard,43319,91387
90501,Torrance,Los Angeles,Standard,43008,90501
90242,Downey,Los Angeles,Standard,42922,90242
90275,Rancho Palos Verdes,Los Angeles,Standard,42606,90275
90806,Long Beach,Los Angeles,Standard,42587,90806
91016,Monrovia,Los Angeles,Standard,42013,91016
90605,Whittier,Los Angeles,Standard,41818,90605
90045,Los Angeles,Los Angeles,Standard,41420,90045
90604,Whittier,Los Angeles,Standard,41369,90604
93552,Palmdale,Los Angeles,Standard,41320,93552
90007,Los Angeles,Los Angeles,Standard,41221,90007
91401,Van Nuys,Los Angeles,Standard,40995,91401
90278,Redondo Beach,Los Angeles,Standard,40808,90278
90815,Long Beach,Los Angeles,Standard,40359,90815
90802,Long Beach,Los Angeles,Standard,40226,90802
90804,Long Beach,Los Angeles,Standard,40225,90804
91311,Chatsworth,Los Angeles,Standard,40064,91311
90005,Los Angeles,Los Angeles,Standard,39562,90005
90020,Los Angeles,Los Angeles,Standard,39191,90020
91104,Pasadena,Los Angeles,Standard,39178,91104
93534,Lancaster,Los Angeles,Standard,39166,93534
90031,Los Angeles,Los Angeles,Standard,39103,90031
90029,Los Angeles,Los Angeles,Standard,38843,90029
90810,Long Beach,Los Angeles,Standard,38769,90810
90808,Long Beach,Los Angeles,Standard,38487,90808
91601,North Hollywood,Los Angeles,Standard,38379,91601
91776,San Gabriel,Los Angeles,Standard,38322,91776
90036,Los Angeles,Los Angeles,Standard,38116,90036
91001,Altadena,Los Angeles,Standard,37528,91001
90301,Inglewood,Los Angeles,Standard,37518,90301
91205,Glendale,Los Angeles,Standard,37514,91205
90505,Torrance,Los Angeles,Standard,37368,90505
91350,Santa Clarita,Los Angeles,Standard,37149,91350
91711,Claremont,Los Angeles,Standard,36933,91711
91326,Porter Ranch,Los Angeles,Standard,36804,91326
91722,Covina,Los Angeles,Standard,36557,91722
90049,Los Angeles,Los Angeles,Standard,36362,90049
91768,Pomona,Los Angeles,Standard,36122,91768
91340,San Fernando,Los Angeles,Standard,35771,91340
90266,Manhattan Beach,Los Angeles,Standard,35698,90266
90260,Lawndale,Los Angeles,Standard,35614,90260
91780,Temple City,Los Angeles,Standard,35184,91780
91206,Glendale,Los Angeles,Standard,34938,91206
90277,Redondo Beach,Los Angeles,Standard,34922,90277
91773,San Dimas,Los Angeles,Standard,34555,91773
91321,Newhall,Los Angeles,Standard,34510,91321
91007,Arcadia,Los Angeles,Standard,34357,91007
91325,Northridge,Los Angeles,Standard,34240,91325
90601,Whittier,Los Angeles,Standard,34025,90601
91750,La Verne,Los Angeles,Standard,34017,91750
91791,West Covina,Los Angeles,Standard,33953,91791
90012,Los Angeles,Los Angeles,Standard,33783,90012
91423,Sherman Oaks,Los Angeles,Standard,33641,91423
90062,Los Angeles,Los Angeles,Standard,33627,90062
90504,Torrance,Los Angeles,Standard,33422,90504
91006,Arcadia,Los Angeles,Standard,33200,91006
91754,Monterey Park,Los Angeles,Standard,33114,91754
91351,Canyon Country,Los Angeles,Standard,32661,91351
90230,Culver City,Los Angeles,Standard,32657,90230
90606,Whittier,Los Angeles,Standard,32599,90606
90222,Compton,Los Angeles,Standard,32585,90222
90807,Long Beach,Los Angeles,Standard,32395,90807
90008,Los Angeles,Los Angeles,Standard,32359,90008
91107,Pasadena,Los Angeles,Standard,32199,91107
90803,Long Beach,Los Angeles,Standard,32116,90803
91355,Valencia,Los Angeles,Standard,31645,91355
90712,Lakewood,Los Angeles,Standard,31471,90712
91607,Valley Village,Los Angeles,Standard,31383,91607
90028,Los Angeles,Los Angeles,Standard,31054,90028
91354,Valencia,Los Angeles,Standard,31027,91354
91505,Burbank,Los Angeles,Standard,30997,91505
91214,La Crescenta,Los Angeles,Standard,30991,91214
90302,Inglewood,Los Angeles,Standard,30892,90302
91316,Encino,Los Angeles,Standard,30888,91316
91604,Studio City,Los Angeles,Standard,30642,91604
91746,La Puente,Los Angeles,Standard,30640,91746
91303,Canoga Park,Los Angeles,Standard,30380,91303
91356,Tarzana,Los Angeles,Standard,30346,91356
91803,Alhambra,Los Angeles,Standard,30137,91803
91324,Northridge,Los Angeles,Standard,30101,91324
91731,El Monte,Los Angeles,Standard,30063,91731
90035,Los Angeles,Los Angeles,Standard,29920,90035
91792,West Covina,Los Angeles,Standard,29787,91792
91384,Castaic,Los Angeles,Standard,29283,91384
90039,Los Angeles,Los Angeles,Standard,29092,90039
90713,Lakewood,Los Angeles,Standard,28927,90713
90710,Harbor City,Los Angeles,Standard,28667,90710
90041,Los Angeles,Los Angeles,Standard,28651,90041
91103,Pasadena,Los Angeles,Standard,28435,91103
90405,Santa Monica,Los Angeles,Standard,28305,90405
90061,Los Angeles,Los Angeles,Standard,28003,90061
90038,Los Angeles,Los Angeles,Standard,27957,90038
91755,Monterey Park,Los Angeles,Standard,27942,91755
90270,Maywood,Los Angeles,Standard,27597,90270
91307,West Hills,Los Angeles,Standard,27233,91307
90291,Venice,Los Angeles,Standard,27170,90291
91364,Woodland Hills,Los Angeles,Standard,27031,91364
90746,Carson,Los Angeles,Standard,26852,90746
91042,Tujunga,Los Angeles,Standard,26767,91042
91741,Glendora,Los Angeles,Standard,26610,91741
91504,Burbank,Los Angeles,Standard,26558,91504
91302,Calabasas,Los Angeles,Standard,26500,91302
90602,Whittier,Los Angeles,Standard,26482,90602
90017,Los Angeles,Los Angeles,Standard,26390,90017
90240,Downey,Los Angeles,Standard,26339,90240
90249,Gardena,Los Angeles,Standard,26286,90249
91010,Duarte,Los Angeles,Standard,26265,91010
91740,Glendora,Los Angeles,Standard,26067,91740
91301,Agoura Hills,Los Angeles,Standard,26028,91301
90064,Los Angeles,Los Angeles,Standard,26007,90064
91030,South Pasadena,Los Angeles,Standard,25940,91030
90304,Inglewood,Los Angeles,Standard,25937,90304
91724,Covina,Los Angeles,Standard,25755,91724
91106,Pasadena,Los Angeles,Standard,25479,91106
90274,Palos Verdes Peninsula,Los Angeles,Standard,25374,90274
91411,Van Nuys,Los Angeles,Standard,25210,91411
91775,San Gabriel,Los Angeles,Standard,25156,91775
90403,Santa Monica,Los Angeles,Standard,24764,90403
91403,Sherman Oaks,Los Angeles,Standard,24677,91403
90303,Inglewood,Los Angeles,Standard,24658,90303
91201,Glendale,Los Angeles,Standard,23466,91201
91202,Glendale,Los Angeles,Standard,23182,91202
90272,Pacific Palisades,Los Angeles,Standard,22927,90272
90048,Los Angeles,Los Angeles,Standard,22860,90048
90404,Santa Monica,Los Angeles,Standard,22586,90404
90732,San Pedro,Los Angeles,Standard,22408,90732
90292,Marina Del Rey,Los Angeles,Standard,22328,90292
90717,Lomita,Los Angeles,Standard,21740,90717
90068,Los Angeles,Los Angeles,Standard,21726,90068
91501,Burbank,Los Angeles,Standard,20892,91501
91101,Pasadena,Los Angeles,Standard,20719,91101
90603,Whittier,Los Angeles,Standard,20697,90603
91381,Stevenson Ranch,Los Angeles,Standard,20530,91381
91011,La Canada Flintridge,Los Angeles,Standard,20499,91011
90069,West Hollywood,Los Angeles,Standard,20401,90069
90715,Lakewood,Los Angeles,Standard,20313,90715
91723,Covina,Los Angeles,Standard,20193,91723
90015,Los Angeles,Los Angeles,Standard,20187,90015
91040,Sunland,Los Angeles,Standard,20175,91040
90210,Beverly Hills,Los Angeles,Standard,20016,90210
90254,Hermosa Beach,Los Angeles,Standard,19750,90254
91390,Santa Clarita,Los Angeles,Standard,19521,91390
91345,Mission Hills,Los Angeles,Standard,19022,91345
91602,North Hollywood,Los Angeles,Standard,18944,91602
91204,Glendale,Los Angeles,Standard,18318,91204
91506,Burbank,Los Angeles,Standard,18245,91506
90814,Long Beach,Los Angeles,Standard,18175,90814
90265,Malibu,Los Angeles,Standard,18119,90265
90502,Torrance,Los Angeles,Standard,18010,90502
91208,Glendale,Los Angeles,Standard,17128,91208
90245,El Segundo,Los Angeles,Standard,16929,90245
90701,Artesia,Los Angeles,Standard,16912,90701
90670,Santa Fe Springs,Los Angeles,Standard,16642,90670
90305,Inglewood,Los Angeles,Standard,15574,90305
90232,Culver City,Los Angeles,Standard,14865,90232
91436,Encino,Los Angeles,Standard,14794,91436
93543,Littlerock,Los Angeles,Standard,14748,93543
90716,Hawaiian Gardens,Los Angeles,Standard,14409,90716
91203,Glendale,Los Angeles,Standard,14393,91203
91108,San Marino,Los Angeles,Standard,13769,91108
90212,Beverly Hills,Los Angeles,Standard,13207,90212
90040,Los Angeles,Los Angeles,Standard,12925,90040
90293,Playa Del Rey,Los Angeles,Standard,12762,90293
90013,Los Angeles,Los Angeles,Standard,11957,90013
91105,Pasadena,Los Angeles,Standard,11907,91105
90402,Santa Monica,Los Angeles,Standard,11681,90402
91502,Burbank,Los Angeles,Standard,11645,91502
90755,Signal Hill,Los Angeles,Standard,11581,90755
91024,Sierra Madre,Los Angeles,Standard,11061,91024
90248,Gardena,Los Angeles,Standard,10899,90248
91207,Glendale,Los Angeles,Standard,10288,91207
90077,Los Angeles,Los Angeles,Standard,8936,90077
90094,Playa Vista,Los Angeles,Standard,8568,90094
91020,Montrose,Los Angeles,Standard,8551,91020
90211,Beverly Hills,Los Angeles,Standard,8019,90211
90056,Los Angeles,Los Angeles,Standard,8014,90056
93510,Acton,Los Angeles,Standard,7836,93510
90401,Santa Monica,Los Angeles,Standard,7485,90401
90014,Los Angeles,Los Angeles,Standard,7408,90014
93591,Palmdale,Los Angeles,Standard,6809,93591
90290,Topanga,Los Angeles,Standard,5714,90290
90704,Avalon,Los Angeles,P.O. Box,3940,90704
90089,Los Angeles,Los Angeles,Unique,3846,90089
90010,Los Angeles,Los Angeles,Standard,3759,90010
91330,Northridge,Los Angeles,Unique,3306,91330
90058,Los Angeles,Los Angeles,Standard,3189,90058
90021,Los Angeles,Los Angeles,Standard,3158,90021
93532,Lake Hughes,Los Angeles,Standard,2857,93532
90067,Los Angeles,Los Angeles,Standard,2235,90067
93553,Pearblossom,Los Angeles,Standard,1893,93553
90263,Malibu,Los Angeles,Unique,1868,90263
91008,Duarte,Los Angeles,Standard,1191,91008
93544,Llano,Los Angeles,Standard,1099,93544
90073,Los Angeles,Los Angeles,P.O. Box,944,90073
91210,Glendale,Los Angeles,Standard,835,91210
93563,Valyermo,Los Angeles,Standard,417,93563
91046,Verdugo City,Los Angeles,P.O. Box,160,91046
90822,Long Beach,Los Angeles,Standard,143,90822
91376,Agoura Hills,Los Angeles,P.O. Box,0,91376
91802,Alhambra,Los Angeles,P.O. Box,0,91802
91804,Alhambra,Los Angeles,Standard,0,91804
91896,Alhambra,Los Angeles,P.O. Box,0,91896
91899,Alhambra,Los Angeles,P.O. Box,0,91899
91003,Altadena,Los Angeles,P.O. Box,0,91003
91066,Arcadia,Los Angeles,P.O. Box,0,91066
91077,Arcadia,Los Angeles,P.O. Box,0,91077
90702,Artesia,Los Angeles,P.O. Box,0,90702
90202,Bell,Los Angeles,P.O. Box,0,90202
90707,Bellflower,Los Angeles,P.O. Box,0,90707
90209,Beverly Hills,Los Angeles,P.O. Box,0,90209
90213,Beverly Hills,Los Angeles,P.O. Box,0,90213
91503,Burbank,Los Angeles,P.O. Box,0,91503
91507,Burbank,Los Angeles,P.O. Box,0,91507
91508,Burbank,Los Angeles,P.O. Box,0,91508
91510,Burbank,Los Angeles,P.O. Box,0,91510
91521,Burbank,Los Angeles,Unique,0,91521
91522,Burbank,Los Angeles,Unique,0,91522
91523,Burbank,Los Angeles,Unique,0,91523
91526,Burbank,Los Angeles,Unique,0,91526
91372,Calabasas,Los Angeles,P.O. Box,0,91372
91305,Canoga Park,Los Angeles,P.O. Box,0,91305
91309,Canoga Park,Los Angeles,P.O. Box,0,91309
91386,Canyon Country,Los Angeles,P.O. Box,0,91386
90747,Carson,Los Angeles,Unique,0,90747
90749,Carson,Los Angeles,P.O. Box,0,90749
90895,Carson,Los Angeles,Unique,0,90895
91310,Castaic,Los Angeles,P.O. Box,0,91310
91313,Chatsworth,Los Angeles,P.O. Box,0,91313
91714,City Of Industry,Los Angeles,P.O. Box,0,91714
91715,City Of Industry,Los Angeles,P.O. Box,0,91715
91716,City Of Industry,Los Angeles,P.O. Box,0,91716
90223,Compton,Los Angeles,P.O. Box,0,90223
90224,Compton,Los Angeles,P.O. Box,0,90224
90231,Culver City,Los Angeles,P.O. Box,0,90231
90233,Culver City,Los Angeles,P.O. Box,0,90233
90090,Dodgertown,Los Angeles,Unique,0,90090
90239,Downey,Los Angeles,P.O. Box,0,90239
91009,Duarte,Los Angeles,P.O. Box,0,91009
91734,El Monte,Los Angeles,P.O. Box,0,91734
91735,El Monte,Los Angeles,Unique,0,91735
91416,Encino,Los Angeles,P.O. Box,0,91416
91426,Encino,Los Angeles,P.O. Box,0,91426
91209,Glendale,Los Angeles,P.O. Box,0,91209
91221,Glendale,Los Angeles,P.O. Box,0,91221
91222,Glendale,Los Angeles,P.O. Box,0,91222
91225,Glendale,Los Angeles,P.O. Box,0,91225
91226,Glendale,Los Angeles,P.O. Box,0,91226
91394,Granada Hills,Los Angeles,P.O. Box,0,91394
90251,Hawthorne,Los Angeles,P.O. Box,0,90251
90306,Inglewood,Los Angeles,P.O. Box,0,90306
90307,Inglewood,Los Angeles,P.O. Box,0,90307
90308,Inglewood,Los Angeles,P.O. Box,0,90308
90309,Inglewood,Los Angeles,P.O. Box,0,90309
90310,Inglewood,Los Angeles,P.O. Box,0,90310
90311,Inglewood,Los Angeles,Standard,0,90311
90312,Inglewood,Los Angeles,P.O. Box,0,90312
91012,La Canada Flintridge,Los Angeles,P.O. Box,0,91012
91224,La Crescenta,Los Angeles,P.O. Box,0,91224
90637,La Mirada,Los Angeles,P.O. Box,0,90637
90639,La Mirada,Los Angeles,Unique,0,90639
91747,La Puente,Los Angeles,P.O. Box,0,91747
91749,La Puente,Los Angeles,P.O. Box,0,91749
90711,Lakewood,Los Angeles,P.O. Box,0,90711
90714,Lakewood,Los Angeles,P.O. Box,0,90714
93539,Lancaster,Los Angeles,P.O. Box,0,93539
93584,Lancaster,Los Angeles,P.O. Box,0,93584
93586,Lancaster,Los Angeles,P.O. Box,0,93586
90261,Lawndale,Los Angeles,Standard,0,90261
90801,Long Beach,Los Angeles,P.O. Box,0,90801
90809,Long Beach,Los Angeles,P.O. Box,0,90809
90831,Long Beach,Los Angeles,Standard,0,90831
90832,Long Beach,Los Angeles,P.O. Box,0,90832
90833,Long Beach,Los Angeles,Standard,0,90833
90834,Long Beach,Los Angeles,Standard,0,90834
90835,Long Beach,Los Angeles,Standard,0,90835
90840,Long Beach,Los Angeles,Unique,0,90840
90842,Long Beach,Los Angeles,Unique,0,90842
90844,Long Beach,Los Angeles,Unique,0,90844
90846,Long Beach,Los Angeles,Unique,0,90846
90847,Long Beach,Los Angeles,Unique,0,90847
90848,Long Beach,Los Angeles,Unique,0,90848
90853,Long Beach,Los Angeles,P.O. Box,0,90853
90899,Long Beach,Los Angeles,Unique,0,90899
90071,Los Angeles,Los Angeles,Standard,0,90071
90095,Los Angeles,Los Angeles,Unique,0,90095
90009,Los Angeles,Los Angeles,P.O. Box,0,90009
90030,Los Angeles,Los Angeles,P.O. Box,0,90030
90050,Los Angeles,Los Angeles,P.O. Box,0,90050
90051,Los Angeles,Los Angeles,P.O. Box,0,90051
90052,Los Angeles,Los Angeles,P.O. Box,0,90052
90053,Los Angeles,Los Angeles,P.O. Box,0,90053
90054,Los Angeles,Los Angeles,P.O. Box,0,90054
90055,Los Angeles,Los Angeles,P.O. Box,0,90055
90060,Los Angeles,Los Angeles,P.O. Box,0,90060
90070,Los Angeles,Los Angeles,P.O. Box,0,90070
90072,Los Angeles,Los Angeles,P.O. Box,0,90072
90074,Los Angeles,Los Angeles,Unique,0,90074
90075,Los Angeles,Los Angeles,P.O. Box,0,90075
90076,Los Angeles,Los Angeles,P.O. Box,0,90076
90078,Los Angeles,Los Angeles,P.O. Box,0,90078
90079,Los Angeles,Los Angeles,Standard,0,90079
90080,Los Angeles,Los Angeles,P.O. Box,0,90080
90081,Los Angeles,Los Angeles,P.O. Box,0,90081
90082,Los Angeles,Los Angeles,P.O. Box,0,90082
90083,Los Angeles,Los Angeles,P.O. Box,0,90083
90084,Los Angeles,Los Angeles,Unique,0,90084
90086,Los Angeles,Los Angeles,P.O. Box,0,90086
90087,Los Angeles,Los Angeles,P.O. Box,0,90087
90088,Los Angeles,Los Angeles,Unique,0,90088
90091,Los Angeles,Los Angeles,P.O. Box,0,90091
90093,Los Angeles,Los Angeles,P.O. Box,0,90093
90096,Los Angeles,Los Angeles,Unique,0,90096
90099,Los Angeles,Los Angeles,Unique,0,90099
90134,Los Angeles,Los Angeles,Unique,0,90134
90189,Los Angeles,Los Angeles,Unique,0,90189
90264,Malibu,Los Angeles,P.O. Box,0,90264
90267,Manhattan Beach,Los Angeles,P.O. Box,0,90267
90295,Marina Del Rey,Los Angeles,P.O. Box,0,90295
91346,Mission Hills,Los Angeles,P.O. Box,0,91346
91395,Mission Hills,Los Angeles,P.O. Box,0,91395
91017,Monrovia,Los Angeles,P.O. Box,0,91017
91756,Monterey Park,Los Angeles,Unique,0,91756
91021,Montrose,Los Angeles,P.O. Box,0,91021
91023,Mount Wilson,Los Angeles,P.O. Box,0,91023
91322,Newhall,Los Angeles,P.O. Box,0,91322
91393,North Hills,Los Angeles,P.O. Box,0,91393
91603,North Hollywood,Los Angeles,P.O. Box,0,91603
91609,North Hollywood,Los Angeles,P.O. Box,0,91609
91611,North Hollywood,Los Angeles,Unique,0,91611
91612,North Hollywood,Los Angeles,Unique,0,91612
91615,North Hollywood,Los Angeles,P.O. Box,0,91615
91616,North Hollywood,Los Angeles,P.O. Box,0,91616
91618,North Hollywood,Los Angeles,P.O. Box,0,91618
91327,Northridge,Los Angeles,P.O. Box,0,91327
91328,Northridge,Los Angeles,P.O. Box,0,91328
91329,Northridge,Los Angeles,Unique,0,91329
90651,Norwalk,Los Angeles,P.O. Box,0,90651
90652,Norwalk,Los Angeles,P.O. Box,0,90652
91333,Pacoima,Los Angeles,P.O. Box,0,91333
91334,Pacoima,Los Angeles,P.O. Box,0,91334
93590,Palmdale,Los Angeles,P.O. Box,0,93590
93599,Palmdale,Los Angeles,Unique,0,93599
91412,Panorama City,Los Angeles,P.O. Box,0,91412
91102,Pasadena,Los Angeles,P.O. Box,0,91102
91109,Pasadena,Los Angeles,P.O. Box,0,91109
91110,Pasadena,Los Angeles,Unique,0,91110
91114,Pasadena,Los Angeles,P.O. Box,0,91114
91115,Pasadena,Los Angeles,P.O. Box,0,91115
91116,Pasadena,Los Angeles,P.O. Box,0,91116
91117,Pasadena,Los Angeles,P.O. Box,0,91117
91121,Pasadena,Los Angeles,Unique,0,91121
91123,Pasadena,Los Angeles,Unique,0,91123
91124,Pasadena,Los Angeles,Unique,0,91124
91125,Pasadena,Los Angeles,Unique,0,91125
91126,Pasadena,Los Angeles,Unique,0,91126
91129,Pasadena,Los Angeles,Unique,0,91129
91182,Pasadena,Los Angeles,Unique,0,91182
91184,Pasadena,Los Angeles,Unique,0,91184
91185,Pasadena,Los Angeles,Unique,0,91185
91188,Pasadena,Los Angeles,Unique,0,91188
91189,Pasadena,Los Angeles,Unique,0,91189
91199,Pasadena,Los Angeles,Unique,0,91199
90661,Pico Rivera,Los Angeles,P.O. Box,0,90661
90662,Pico Rivera,Los Angeles,P.O. Box,0,90662
90296,Playa Del Rey,Los Angeles,P.O. Box,0,90296
91769,Pomona,Los Angeles,P.O. Box,0,91769
91337,Reseda,Los Angeles,P.O. Box,0,91337
91771,Rosemead,Los Angeles,Unique,0,91771
91772,Rosemead,Los Angeles,Unique,0,91772
91341,San Fernando,Los Angeles,P.O. Box,0,91341
91778,San Gabriel,Los Angeles,P.O. Box,0,91778
91118,San Marino,Los Angeles,P.O. Box,0,91118
90733,San Pedro,Los Angeles,P.O. Box,0,90733
90734,San Pedro,Los Angeles,P.O. Box,0,90734
91380,Santa Clarita,Los Angeles,P.O. Box,0,91380
91382,Santa Clarita,Los Angeles,Standard,0,91382
91383,Santa Clarita,Los Angeles,Standard,0,91383
90671,Santa Fe Springs,Los Angeles,P.O. Box,0,90671
90406,Santa Monica,Los Angeles,P.O. Box,0,90406
90407,Santa Monica,Los Angeles,P.O. Box,0,90407
90408,Santa Monica,Los Angeles,P.O. Box,0,90408
90409,Santa Monica,Los Angeles,P.O. Box,0,90409
90410,Santa Monica,Los Angeles,P.O. Box,0,90410
90411,Santa Monica,Los Angeles,P.O. Box,0,90411
91413,Sherman Oaks,Los Angeles,P.O. Box,0,91413
91495,Sherman Oaks,Los Angeles,Unique,0,91495
91025,Sierra Madre,Los Angeles,P.O. Box,0,91025
91031,South Pasadena,Los Angeles,P.O. Box,0,91031
91614,Studio City,Los Angeles,P.O. Box,0,91614
91353,Sun Valley,Los Angeles,P.O. Box,0,91353
91041,Sunland,Los Angeles,P.O. Box,0,91041
91392,Sylmar,Los Angeles,P.O. Box,0,91392
91357,Tarzana,Los Angeles,P.O. Box,0,91357
91610,Toluca Lake,Los Angeles,P.O. Box,0,91610
90506,Torrance,Los Angeles,Standard,0,90506
90507,Torrance,Los Angeles,P.O. Box,0,90507
90508,Torrance,Los Angeles,P.O. Box,0,90508
90509,Torrance,Los Angeles,P.O. Box,0,90509
90510,Torrance,Los Angeles,P.O. Box,0,90510
91043,Tujunga,Los Angeles,P.O. Box,0,91043
91608,Universal City,Los Angeles,Standard,0,91608
91385,Valencia,Los Angeles,P.O. Box,0,91385
91617,Valley Village,Los Angeles,P.O. Box,0,91617
91404,Van Nuys,Los Angeles,P.O. Box,0,91404
91407,Van Nuys,Los Angeles,P.O. Box,0,91407
91408,Van Nuys,Los Angeles,P.O. Box,0,91408
91409,Van Nuys,Los Angeles,P.O. Box,0,91409
91410,Van Nuys,Los Angeles,P.O. Box,0,91410
91470,Van Nuys,Los Angeles,Unique,0,91470
91482,Van Nuys,Los Angeles,Unique,0,91482
91496,Van Nuys,Los Angeles,Unique,0,91496
91499,Van Nuys,Los Angeles,Unique,0,91499
90294,Venice,Los Angeles,P.O. Box,0,90294
91788,Walnut,Los Angeles,P.O. Box,0,91788
91793,West Covina,Los Angeles,P.O. Box,0,91793
91308,West Hills,Los Angeles,P.O. Box,0,91308
90607,Whittier,Los Angeles,P.O. Box,0,90607
90608,Whittier,Los Angeles,P.O. Box,0,90608
90609,Whittier,Los Angeles,P.O. Box,0,90609
90610,Whittier,Los Angeles,P.O. Box,0,90610
90748,Wilmington,Los Angeles,P.O. Box,0,90748
91396,Winnetka,Los Angeles,P.O. Box,0,91396
91371,Woodland Hills,Los Angeles,Unique,0,91371
91365,Woodland Hills,Los Angeles,P.O. Box,0,91365
93638,Madera,Madera,Standard,50453,93638
93637,Madera,Madera,Standard,40986,93637
93610,Chowchilla,Madera,Standard,23587,93610
93636,Madera,Madera,Standard,12191,93636
93614,Coarsegold,Madera,Standard,11134,93614
93644,Oakhurst,Madera,Standard,8252,93644
93643,North Fork,Madera,Standard,2915,93643
93601,Ahwahnee,Madera,Standard,1855,93601
93653,Raymond,Madera,Standard,1324,93653
93604,Bass Lake,Madera,Standard,707,93604
93645,O Neals,Madera,Standard,239,93645
93669,Wishon,Madera,Standard,160,93669
93639,Madera,Madera,P.O. Box,0,93639
94901,San Rafael,Marin,Standard,42398,94901
94941,Mill Valley,Marin,Standard,31389,94941
94903,San Rafael,Marin,Standard,30872,94903
94947,Novato,Marin,Standard,26020,94947
94945,Novato,Marin,Standard,19487,94945
94949,Novato,Marin,Standard,17153,94949
94960,San Anselmo,Marin,Standard,15812,94960
94920,Belvedere Tiburon,Marin,Standard,12851,94920
94904,Greenbrae,Marin,Standard,12633,94904
94965,Sausalito,Marin,Standard,11217,94965
94925,Corte Madera,Marin,Standard,9811,94925
94930,Fairfax,Marin,Standard,8784,94930
94939,Larkspur,Marin,Standard,7079,94939
94964,San Quentin,Marin,P.O. Box,3447,94964
94973,Woodacre,Marin,P.O. Box,1599,94973
94956,Point Reyes Station,Marin,Standard,1329,94956
94957,Ross,Marin,P.O. Box,1326,94957
94924,Bolinas,Marin,Standard,1247,94924
94938,Lagunitas,Marin,P.O. Box,1033,94938
94946,Nicasio,Marin,Standard,812,94946
94937,Inverness,Marin,Standard,766,94937
94933,Forest Knolls,Marin,P.O. Box,763,94933
94970,Stinson Beach,Marin,Standard,717,94970
94963,San Geronimo,Marin,P.O. Box,522,94963
94971,Tomales,Marin,P.O. Box,398,94971
94940,Marshall,Marin,Standard,248,94940
94929,Dillon Beach,Marin,P.O. Box,156,94929
94950,Olema,Marin,P.O. Box,122,94950
94976,Corte Madera,Marin,P.O. Box,0,94976
94978,Fairfax,Marin,P.O. Box,0,94978
94914,Kentfield,Marin,P.O. Box,0,94914
94977,Larkspur,Marin,P.O. Box,0,94977
94942,Mill Valley,Marin,P.O. Box,0,94942
94948,Novato,Marin,P.O. Box,0,94948
94998,Novato,Marin,Unique,0,94998
94979,San Anselmo,Marin,P.O. Box,0,94979
94974,San Quentin,Marin,Standard,0,94974
94912,San Rafael,Marin,P.O. Box,0,94912
94913,San Rafael,Marin,P.O. Box,0,94913
94915,San Rafael,Marin,P.O. Box,0,94915
94966,Sausalito,Marin,P.O. Box,0,94966
95338,Mariposa,Mariposa,Standard,11015,95338
95311,Coulterville,Mariposa,Standard,1764,95311
95389,Yosemite National Park,Mariposa,Standard,1397,95389
95306,Catheys Valley,Mariposa,Standard,852,95306
95345,Midpines,Mariposa,Standard,624,95345
95318,El Portal,Mariposa,P.O. Box,378,95318
93623,Fish Camp,Mariposa,Standard,108,93623
95325,Hornitos,Mariposa,Standard,19,95325
95482,Ukiah,Mendocino,Standard,31993,95482
95437,Fort Bragg,Mendocino,Standard,14489,95437
95490,Willits,Mendocino,Standard,12655,95490
95470,Redwood Valley,Mendocino,Standard,6226,95470
95428,Covelo,Mendocino,Standard,2467,95428
95460,Mendocino,Mendocino,Standard,2314,95460
95454,Laytonville,Mendocino,Standard,2190,95454
95469,Potter Valley,Mendocino,Standard,1970,95469
95445,Gualala,Mendocino,Standard,1930,95445
95449,Hopland,Mendocino,Standard,1794,95449
95468,Point Arena,Mendocino,Standard,1561,95468
95415,Boonville,Mendocino,Standard,1342,95415
95466,Philo,Mendocino,Standard,1087,95466
95410,Albion,Mendocino,Standard,951,95410
95420,Caspar,Mendocino,Standard,752,95420
95456,Little River,Mendocino,Standard,733,95456
95459,Manchester,Mendocino,Standard,587,95459
95585,Leggett,Mendocino,Standard,575,95585
95432,Elk,Mendocino,Standard,489,95432
95417,Branscomb,Mendocino,Standard,359,95417
95488,Westport,Mendocino,Standard,227,95488
95427,Comptche,Mendocino,Standard,203,95427
95494,Yorkville,Mendocino,Standard,196,95494
95429,Dos Rios,Mendocino,Standard,90,95429
95587,Piercy,Mendocino,Standard,51,95587
